index,zh,en,count,github-repository,status,stargazers_count,forks_count,subscribers_count,pushed_at,created_at,updated_at,license,desc
444,西安交通大学,Xi'an Jiaotong University,9/15,[bys17778885154/xjtu_thesis](https://github.com/bys17778885154/xjtu_thesis),1,0,0,1,2023-02-20,2023-02-20,2023-02-20,LPPL-1.3c, 
445,西安交通大学,Xi'an Jiaotong University,9/15,[haoyun/xjtu-thesis-BSc](https://github.com/haoyun/xjtu-thesis-BSc),0,6,3,2,2014-03-29,2013-01-05,2023-01-28,LPPL-1.3c,**【已归档/长久未更新】** Template for Bachelor of Science Thesis in Xi'an Jiaotong University
446,西安交通大学,Xi'an Jiaotong University,9/15,[kohillyang/XJTUthesis-master-2020](https://github.com/kohillyang/XJTUthesis-master-2020),1,18,2,2,2020-06-07,2020-06-04,2023-09-11, ,西安交通大学学术型硕士学位论文latex模板，参照2018西安交通大学学术型硕士学位论文模板.docx定制而来
447,西安交通大学,Xi'an Jiaotong University,9/15,[leekunhwee/XJTU_Thesis_LaTeX_2021](https://github.com/leekunhwee/XJTU_Thesis_LaTeX_2021),1,17,6,2,2021-09-29,2021-07-10,2023-11-02, ,Master and PhD Thesis LaTeX Template of Xi'an Jiaotong University :page_facing_up:
448,西安交通大学,Xi'an Jiaotong University,9/15,[obster-y/XJTU-thesis](https://github.com/obster-y/XJTU-thesis),1,156,35,3,2023-06-06,2021-06-01,2023-11-16,LPPL-1.3c,西安交通大学学位论文模板（LaTeX）（适用硕士、博士学位）An official LaTeX template for Xi'an Jiaotong University degree thesis (Chinese and English)
449,西安交通大学,Xi'an Jiaotong University,9/15,[smartsrh/xjtubachelor](https://github.com/smartsrh/xjtubachelor),0,1,0,2,2016-06-12,2016-05-04,2016-05-20,MIT,**【长久未更新】** A simple and fast template for XJTU bachelor thesis 2016
450,西安交通大学,Xi'an Jiaotong University,9/15,[zzjjzzgggg/xjtuthesis](https://github.com/zzjjzzgggg/xjtuthesis),0,1,0,1,2016-09-18,2015-06-07,2016-03-10, ,**【长久未更新】** A latex template for doctural thesis of xjtu.
451,西安石油大学,Xi'an University of Petroleum,1/1,[h2y/xsyu-latex](https://github.com/h2y/xsyu-latex),1,10,6,5,2021-06-30,2016-11-02,2023-11-21, ,西安石油大学本科生毕业论文 LaTeX 模版
452,西北大学,Northwestern University,1/1,[Nat-Sci/NWU-dissertation-template](https://github.com/Nat-Sci/NWU-dissertation-template),1,14,1,2,2022-01-06,2022-01-05,2023-11-21, ,西北大学 学位论文 latex 模板
453,西北工业大学,Northwestern Polytechnical University,6/6,[NPUSCG/nputhesis](https://github.com/NPUSCG/nputhesis),1,61,36,4,2021-05-10,2014-10-14,2023-10-23, ,西北工业大学硕士/博士学位论文 LaTeX 模板
454,西北工业大学,Northwestern Polytechnical University,6/6,[NWPUMetaphysicsOffice/Yet-Another-LaTeX-Template-for-NPU-Thesis](https://github.com/NWPUMetaphysicsOffice/Yet-Another-LaTeX-Template-for-NPU-Thesis),1,261,72,7,2023-11-20,2019-04-04,2023-11-24,GPL-3.0,西北工业大学硕博学位论文模版 | Yet Another Thesis Template for Northwestern Polytechnical University
455,西北工业大学,Northwestern Polytechnical University,6/6,[jingchangshi/NPU_PhD_Thesis_LaTeXTemplate](https://github.com/jingchangshi/NPU_PhD_Thesis_LaTeXTemplate),1,4,0,1,2022-01-07,2022-01-06,2023-07-08, ,西北工业大学博士/硕士论文LaTeX模板，针对Windows平台集成TinyTeX引擎套装、中文字体、编译本模板所需宏包、SumatraPDF阅读器（支持热更新），总共232MB，无需安装几个GB的完整TeXLive，方便小白使用。
456,西北工业大学,Northwestern Polytechnical University,6/6,[polossk/LaTeX-Template-For-NPU-Thesis](https://github.com/polossk/LaTeX-Template-For-NPU-Thesis),1,220,44,7,2023-05-17,2016-05-18,2023-11-21,GPL-3.0,西北工业大学本科毕业设计论文模版 | Thesis Template for Northwestern Polytechnical University
457,西北工业大学,Northwestern Polytechnical University,6/6,[tianhangnpu/npu_thesis_template](https://github.com/tianhangnpu/npu_thesis_template),1,0,1,1,2020-07-05,2020-07-05,2021-06-22, ,西北工业大学博士论文latex模板
458,西北工业大学,Northwestern Polytechnical University,6/6,[zyk1999/LaTeX-Template-For-NPU-Thesis-CTex](https://github.com/zyk1999/LaTeX-Template-For-NPU-Thesis-CTex),1,14,1,2,2022-03-12,2022-03-12,2023-11-09,GPL-3.0,西北工业大学本科毕业设计论文模版ctex版
459,西北农林科技大学,Northwest A&F University,2/3,[Jeromezp/NorthWestThesis](https://github.com/Jeromezp/NorthWestThesis),0,5,3,3,2017-05-31,2017-04-23,2023-10-24,MIT,**【长久未更新】** 西北农林科技大学本科生毕业设计Latex的模板文件
460,西北农林科技大学,Northwest A&F University,2/3,[latexstudio/nwafuthesis](https://github.com/latexstudio/nwafuthesis),1,5,19,3,2019-03-08,2019-03-08,2023-11-21, ,西北农林科技大学学位论文LaTeX文档类(模板)，计划支持本科、硕士、博士学位论文。
461,西北农林科技大学,Northwest A&F University,2/3,[latexstudio/nwsuaf_thesis_template](https://github.com/latexstudio/nwsuaf_thesis_template),1,0,0,3,2019-01-22,2019-02-23,2019-04-21, ,西北农林科技大学博士学位论文LaTeX模板（个人用）
462,西北师范大学,Northwest Normal University,1/1,[yxli8023/Graduate-Thesis-Module](https://github.com/yxli8023/Graduate-Thesis-Module),1,1,0,0,2018-02-15,2018-02-15,2022-09-10, ,西北师范大学本科毕业论文模板
463,西交利物浦大学,Xi'an Jiaotong-Liverpool University,0/1,[feimax/latex_template_for_xjtlu_eee](https://github.com/feimax/latex_template_for_xjtlu_eee),0,35,17,1,2017-11-27,2017-10-21,2023-11-12,GPL-3.0,**【长久未更新】** A LaTeX Template for XJTLU EEE Students
464,西南财经大学,Southwestern University of Finance and Economics,2/2,[OopsYao/swufethesis](https://github.com/OopsYao/swufethesis),1,6,2,2,2023-03-07,2020-11-20,2023-04-23,LPPL-1.3c,LaTeX Thesis Template for Southwestern University of Finance and Economics
465,西南财经大学,Southwestern University of Finance and Economics,2/2,[sierxue/ThesisSWUFE](https://github.com/sierxue/ThesisSWUFE),1,25,6,5,2023-01-01,2019-12-23,2023-11-15, ,西南财经大学毕业论文模板
466,西南交通大学,Southwest Jiaotong University,1/2,[Studio513/swjtuThesis](https://github.com/Studio513/swjtuThesis),0,36,18,5,2015-12-08,2015-11-28,2023-10-19, ,**【长久未更新】** LaTeX Template of Southwest Jiaotong University Graduate Student Thesis
467,西南交通大学,Southwest Jiaotong University,1/2,[swjtutug/swjtuthesis](https://github.com/swjtutug/swjtuthesis),1,34,8,2,2019-12-09,2018-03-16,2023-08-16, ,LaTeX template for SWJTU thesis.
468,西南科技大学,Southwest University of Science and Technology,1/1,[japinli/swust-thesis](https://github.com/japinli/swust-thesis),1,13,5,2,2022-02-28,2016-07-23,2023-10-25, ,The thesis template of LaTeX for Southwest University of Science and Technology.
469,西南民族大学,Southwest University for Nationalities,0/1,[changkun/SWUNThesis](https://github.com/changkun/SWUNThesis),0,5,3,2,2016-05-09,2015-11-20,2023-06-05,LGPL-3.0,**【长久未更新】** LaTeX Thesis Template for Southwest University for Nationalities
470,西南石油大学,Southwest Petroleum University,2/2,[qingbyin/swputhesis](https://github.com/qingbyin/swputhesis),1,3,0,2,2022-05-15,2021-09-03,2023-02-13, ,LaTeX  Thesis Template for SouthWest Petroleum University (SWPU)
471,西南石油大学,Southwest Petroleum University,2/2,[sudrizzz/swputhesis](https://github.com/sudrizzz/swputhesis),1,13,6,1,2023-09-07,2022-10-20,2023-11-23,GPL-3.0,西南石油大学硕士学位论文 LaTeX 模板
472,厦门大学,Xiamen University,9/15,[CamuseCao/XMU-Thesis-Overleaf](https://github.com/CamuseCao/XMU-Thesis-Overleaf),0,3,0,1,2020-08-11,2019-02-21,2023-01-28, ,**【已归档】** XMU-Thesis-template-on-Overleaf
473,厦门大学,Xiamen University,9/15,[CamuseCao/XMU-thesis](https://github.com/CamuseCao/XMU-thesis),1,80,22,5,2021-05-21,2019-01-28,2023-05-11,LPPL-1.3c,A LaTeX template
474,厦门大学,Xiamen University,9/15,[CoolTowel/XMU_ThesisTemplate](https://github.com/CoolTowel/XMU_ThesisTemplate),1,3,0,2,2020-02-23,2020-02-23,2023-04-14,GPL-3.0,厦门大学本科生毕业论文模板，基于2019年的标准。
475,厦门大学,Xiamen University,9/15,[DiggerWang/-Latex-](https://github.com/DiggerWang/-Latex-),1,5,0,0,2019-01-30,2019-01-30,2023-04-17, ,厦门大学本科生毕业论文最新Latex模板
476,厦门大学,Xiamen University,9/15,[F5Soft/xmu-template](https://github.com/F5Soft/xmu-template),1,38,10,1,2022-05-23,2022-04-16,2023-11-16,MIT,厦门大学本科毕业论文 LaTeX 模版和毕业答辩幻灯片 LaTeX 模版
477,厦门大学,Xiamen University,9/15,[faying/XMU-LaTeX-Template](https://github.com/faying/XMU-LaTeX-Template),0,2,2,1,2012-11-23,2012-11-20,2018-01-25, ,**【长久未更新】** XMU LaTeX Template
478,厦门大学,Xiamen University,9/15,[kirainmoe/xmu-thesis-latex-template](https://github.com/kirainmoe/xmu-thesis-latex-template),1,12,0,2,2022-05-10,2022-05-01,2023-11-19,MIT,Bachelor degree thesis LaTeX template of Xiamen University for self use. (厦门大学本科生毕业论文 / 设计 LaTeX 模板)
479,厦门大学,Xiamen University,9/15,[liulizhi1996/XMU-Bachelor-Thesis-Templete](https://github.com/liulizhi1996/XMU-Bachelor-Thesis-Templete),1,2,3,1,2018-05-08,2018-05-08,2020-12-14, ,A Latex templete of bachelor thesis of Xiamen University
480,厦门大学,Xiamen University,9/15,[naseeihity/xmu-latex-temple](https://github.com/naseeihity/xmu-latex-temple),0,12,5,1,2017-05-04,2017-05-04,2022-05-15, ,**【长久未更新】** 厦门大学本科毕业论文 Latex 模板(2017届)
481,厦门大学,Xiamen University,9/15,[neofung/XMU_master_and_doctor_degree_thesis](https://github.com/neofung/XMU_master_and_doctor_degree_thesis),0,54,28,2,2016-06-23,2013-04-28,2023-07-04, ,**【长久未更新】** 厦门大学硕士博士毕业论文模板
482,厦门大学,Xiamen University,9/15,[renkun-ken/xmu-thesis-lyx](https://github.com/renkun-ken/xmu-thesis-lyx),0,1,2,2,2015-04-17,2015-03-10,2017-04-01,MIT,**【长久未更新】** A LyX Template for master/PhD thesis of Xiamen University
483,厦门大学,Xiamen University,9/15,[uhomelee/xmu-undergraduate-thesis](https://github.com/uhomelee/xmu-undergraduate-thesis),1,0,0,0,2019-05-27,2019-05-06,2020-02-21, ,xmu-undergraduate-thesis
484,厦门大学,Xiamen University,9/15,[wwwxmu/-Latex-](https://github.com/wwwxmu/-Latex-),0,4,2,2,2015-05-07,2015-05-07,2018-11-11, ,**【长久未更新】** 厦门大学本科毕业论文（设计）Latex模板
485,厦门大学,Xiamen University,9/15,[xiamenwcy/LaTeXFileforXMUThesis](https://github.com/xiamenwcy/LaTeXFileforXMUThesis),1,12,11,2,2018-11-22,2016-01-23,2023-07-09, ,厦大硕士论文Latex模板
486,厦门大学,Xiamen University,9/15,[zoam/xmu-thesis-grd](https://github.com/zoam/xmu-thesis-grd),1,122,31,3,2023-04-15,2020-10-01,2023-11-09, ,厦门大学研究生学位论文 LaTeX 模板
487,湘潭大学,Xiangtan University,1/2,[MrDongdongLin/xtuthesis](https://github.com/MrDongdongLin/xtuthesis),1,18,10,3,2018-07-17,2018-01-29,2023-06-29, ,湘潭大学硕士论文模板（包含LaTeX和Word）
488,湘潭大学,Xiangtan University,1/2,[ruiminshen/ThesisXTU](https://github.com/ruiminshen/ThesisXTU),0,6,4,4,2015-05-22,2015-04-14,2022-12-23,GPL-2.0,**【长久未更新】** 湘潭大学硕/博士学位论文LyX（LaTeX）模板
489,新疆大学,Xinjiang University,1/1,[LeoLQF/xjuthesis](https://github.com/LeoLQF/xjuthesis),1,6,2,1,2019-01-12,2019-01-12,2023-06-08, , 
490,云南大学,Yunnan University,3/4,[Astro-Lee/YNU-thesis-bachelor](https://github.com/Astro-Lee/YNU-thesis-bachelor),1,9,0,1,2023-01-30,2022-02-27,2023-06-03,MIT,云南大学本科学生毕业论文 (设计) LaTeX 模板
491,云南大学,Yunnan University,3/4,[Astro-Lee/YNUthesis](https://github.com/Astro-Lee/YNUthesis),1,4,0,1,2023-10-20,2023-03-02,2023-11-05,LPPL-1.3c,LaTeX thesis template for Yunnan University
492,云南大学,Yunnan University,3/4,[ZhenfengLei/Yunnan-University-Thesis-Latex](https://github.com/ZhenfengLei/Yunnan-University-Thesis-Latex),1,9,0,0,2018-07-26,2018-07-22,2023-06-17, ,"This is a thesis template for Yunnan University, which is suitable for master students! 这里是一个云南大学硕士毕业论文模板latex。该模板是根据其云南大学毕业模板要求撰写，分享供大家使用！"
493,云南大学,Yunnan University,3/4,[cherrot/ynuthesislyx](https://github.com/cherrot/ynuthesislyx),0,8,8,2,2013-05-19,2013-05-19,2023-02-28, ,**【长久未更新】** 云南大学学位论文模板，基于 thuthesislyx 和 thuthesis 两个项目稍作修改而得。
494,浙江财经大学,Zhejiang University Of Finance & Economics,1/1,[sqsssq/ZUFE-Thesis](https://github.com/sqsssq/ZUFE-Thesis),1,16,3,1,2022-12-07,2022-02-09,2023-06-11,MIT,浙江财经大学本科生毕业论文（设计）模板，LaTeX / Word
495,浙江大学,Zhejiang University,11/16,[5kg/zju-bachelor-thesis](https://github.com/5kg/zju-bachelor-thesis),0,14,8,2,2012-05-07,2012-03-05,2018-01-26, ,**【长久未更新】** LaTeX templates for ZJU bachlor thesis
496,浙江大学,Zhejiang University,11/16,[DelightRun/ZJUThesis-MPhil](https://github.com/DelightRun/ZJUThesis-MPhil),1,28,12,2,2019-01-14,2019-01-14,2023-10-07,MIT,浙江大学计算机学院硕士论文LaTeX模板
497,浙江大学,Zhejiang University,11/16,[TheNetAdmin/zjuthesis](https://github.com/TheNetAdmin/zjuthesis),1,2085,502,14,2023-11-13,2018-04-19,2023-11-25,MIT,Zhejiang University Graduation Thesis LaTeX Template
498,浙江大学,Zhejiang University,11/16,[Wangqsooooo/Latex_template](https://github.com/Wangqsooooo/Latex_template),1,14,3,0,2019-04-09,2019-03-28,2023-11-05, ,浙江大学电气工程学院毕业论文文献综述与开题报告Latex模板
499,浙江大学,Zhejiang University,11/16,[Yirui-Wang/ZJU-CSE-Latex](https://github.com/Yirui-Wang/ZJU-CSE-Latex),1,13,0,2,2019-01-11,2019-01-03,2023-05-15, ,浙江大学控制学院本科生毕业论文Latex模板。
500,浙江大学,Zhejiang University,11/16,[ZJU-Awesome/write_with_LaTeX](https://github.com/ZJU-Awesome/write_with_LaTeX),1,120,88,3,2019-01-08,2015-08-18,2023-11-17, , 
501,浙江大学,Zhejiang University,11/16,[Zhejiang-University-GKC/cs-zju-thesis](https://github.com/Zhejiang-University-GKC/cs-zju-thesis),1,0,0,2,2022-07-16,2020-04-07,2022-07-16,BSD-2-Clause,ZJU thesis templates for Latex
502,浙江大学,Zhejiang University,11/16,[ankwinters/ZJUthesis_template](https://github.com/ankwinters/ZJUthesis_template),1,0,0,1,2019-01-02,2018-12-24,2020-12-17, ,ZJU thesis template for macOS
503,浙江大学,Zhejiang University,11/16,[corenel/zju-thesis](https://github.com/corenel/zju-thesis),1,7,2,2,2020-12-06,2020-01-01,2023-04-15,MIT,LaTeX template for ZJU graduate student.
504,浙江大学,Zhejiang University,11/16,[denil1111/ZJU-Thesis-Template-for-Mac](https://github.com/denil1111/ZJU-Thesis-Template-for-Mac),0,26,5,3,2017-03-27,2016-06-07,2023-03-30,MIT,**【长久未更新】** ZJU Thesis Template for Mac
505,浙江大学,Zhejiang University,11/16,[eclipselu/zjuthesis-mphil](https://github.com/eclipselu/zjuthesis-mphil),0,28,10,4,2017-01-16,2013-01-11,2022-02-28, ,**【长久未更新】** Template for master thesis of ZJU CSers
506,浙江大学,Zhejiang University,11/16,[huoyao/ZJUThesis](https://github.com/huoyao/ZJUThesis),0,12,6,2,2016-03-15,2016-01-27,2020-10-19,GPL-3.0,"**【长久未更新】** Master thesis template of college of Computer Science, Zhejiang University, can easily be extended to the doctoral thesis and engineering papers"
507,浙江大学,Zhejiang University,11/16,[junpeiz/ZJU-CS-Undergrad-Thesis-Latex-Template](https://github.com/junpeiz/ZJU-CS-Undergrad-Thesis-Latex-Template),1,3,1,1,2019-03-24,2019-03-22,2019-03-24, ,Zhejiang University CS Department Undergraduate Thesis Latex Template
508,浙江大学,Zhejiang University,11/16,[jzhugithub/zju_thesis_latex](https://github.com/jzhugithub/zju_thesis_latex),1,5,7,2,2018-04-03,2017-12-05,2020-11-17, ,propose and thesis latex templet for zhejiang university
509,浙江大学,Zhejiang University,11/16,[shuwei1204/ZJUthesis](https://github.com/shuwei1204/ZJUthesis),1,131,51,8,2018-06-22,2015-10-02,2023-10-07, ,Latex Thesis template of Zhejiang University (zju)
510,浙江大学,Zhejiang University,11/16,[zhanghai/zju-csse-undergraduate-design-latex-template](https://github.com/zhanghai/zju-csse-undergraduate-design-latex-template),0,122,29,2,2017-06-04,2017-03-28,2023-11-18, ,**【已归档/长久未更新】** 浙江大学计算机科学与技术、软件工程专业本科毕业设计 LaTeX 模板
511,浙江工商大学,Zhejiang Gongshang University,1/1,[zewei-Zhang/zjgsuthesis](https://github.com/zewei-Zhang/zjgsuthesis),1,3,0,1,2022-04-26,2022-04-17,2023-07-13,MIT,用于浙江工商大学本科生毕业论文的Latex模板。
512,浙江工业大学,Zhejiang University of Technology,2/3,[AsukaEva2/ZJUTbachelor](https://github.com/AsukaEva2/ZJUTbachelor),1,6,0,1,2022-09-15,2022-03-24,2023-05-08,GPL-3.0,浙江工业大学理学院本科论文LaTeX模板
513,浙江工业大学,Zhejiang University of Technology,2/3,[yyz98799/zjutthesis](https://github.com/yyz98799/zjutthesis),0,21,14,14,2022-08-09,2013-06-26,2023-01-27, ,**【已归档】** ZJUT XeLaTeX template of graduation project
514,浙江工业大学,Zhejiang University of Technology,2/3,[zjutjh/zjutthesis](https://github.com/zjutjh/zjutthesis),1,36,31,7,2023-01-30,2012-07-22,2023-10-23, ,ZJUT XeLaTeX template of graduation project
515,浙江理工大学,Zhejiang Sci-Tech University,1/1,[YvonZhou/ZSTUThesis](https://github.com/YvonZhou/ZSTUThesis),1,1,0,1,2019-04-14,2019-05-23,2022-01-01,Apache-2.0,浙江理工大学 XeLaTeX 学位论文及课程论文模板
516,浙江师范大学,Zhejiang Normal University,0/1,[minqimao/zjnu_thesis](https://github.com/minqimao/zjnu_thesis),0,1,0,1,2017-01-27,2017-01-27,2017-02-27,GPL-2.0,**【长久未更新】** zjnuthesis/浙江师范大学毕业论文LaTeX模板/tmp
517,郑州大学,Zhengzhou University,5/5,[RonTs/zzuthesis](https://github.com/RonTs/zzuthesis),1,12,5,1,2021-03-05,2017-05-07,2023-10-08, ,郑州大学本科毕业设计(论文)和研究生学位论文(含 硕士和博士) LaTeX 模版。
518,郑州大学,Zhengzhou University,5/5,[ZZUTUG/ZZU_Thesis](https://github.com/ZZUTUG/ZZU_Thesis),1,0,0,0,2022-02-28,2021-12-06,2022-02-28,LPPL-1.3c, 
519,郑州大学,Zhengzhou University,5/5,[fylimas/zzuthesis](https://github.com/fylimas/zzuthesis),1,2,0,1,2023-04-09,2023-02-08,2023-04-25, ,zzuthesis模版是参照《郑州大学学位论文写作规范格式》编制的非官方LaTeX模版，目的是摆脱word公式、图表、参考文献的图注、交叉引用的奇奇怪怪的问题，并提前学习和了解学术界的事实排版工具TeX。
520,郑州大学,Zhengzhou University,5/5,[lusongno1/-latex-](https://github.com/lusongno1/-latex-),1,6,2,2,2019-04-19,2019-04-19,2023-03-23, ,根据郑州大学毕业论文要求做的一个毕业论文latex模板
521,郑州大学,Zhengzhou University,5/5,[tuxify/zzuthesis](https://github.com/tuxify/zzuthesis),1,38,19,4,2023-05-31,2016-08-28,2023-11-18, ,郑州大学本科毕业设计(论文)和研究生学位论文(含 硕士和博士) LaTex 模版。--Imported from code.google.com/p/zzuthesis
522,中国传媒大学,Communication University of China,3/3,[AmnesiaBeing/CUC-Thesis-Template](https://github.com/AmnesiaBeing/CUC-Thesis-Template),1,6,3,1,2021-06-09,2021-05-29,2022-03-31, ,中国传媒大学工科研究生毕业论文Latex模板
523,中国传媒大学,Communication University of China,3/3,[cucJ2014/CUC_Template-of-thesis_Latex](https://github.com/cucJ2014/CUC_Template-of-thesis_Latex),1,9,0,1,2021-11-09,2021-01-07,2023-03-14, ,中国传媒大学论文模板Latex
524,中国传媒大学,Communication University of China,3/3,[felicia-tung/My-CUC-Thesis](https://github.com/felicia-tung/My-CUC-Thesis),1,0,0,1,2023-11-20,2023-11-19,2023-11-19,LPPL-1.3c,CUC 毕业论文
525,中国地质大学,China University of Geosciences,3/4,[Timozer/CUGThesis](https://github.com/Timozer/CUGThesis),1,59,15,3,2022-07-17,2018-03-14,2023-10-26,GPL-3.0,中国地质大学（武汉）研究生学位论文 TeX 模板。目前仍然在开发和完善中，如果有下载并且使用的同学，请时常记得来这里更新模板。
526,中国地质大学,China University of Geosciences,3/4,[benmyb/CUGThesis](https://github.com/benmyb/CUGThesis),1,16,3,1,2019-05-08,2018-05-22,2023-08-04, ,中国地质大学（武汉）本科毕设论文latex，基于Timozer/CUGThesis
527,中国地质大学,China University of Geosciences,3/4,[xujinlai/CUGThesis](https://github.com/xujinlai/CUGThesis),0,9,5,2,2015-06-05,2015-03-07,2022-11-06,GPL-2.0,**【长久未更新】** The Latex Template for the Master Degree Graduate Thesis writting in China University of Geosciences.
528,中国地质大学,China University of Geosciences,3/4,[zguoch/cugthesis](https://github.com/zguoch/cugthesis),1,12,1,0,2021-05-13,2018-10-26,2023-07-03,MIT,中国地质大学（武汉）学位论文Latex模板
529,中国海洋大学,Ocean University of China,6/7,[Duola-li/OUC-Latex-Thesis-master](https://github.com/Duola-li/OUC-Latex-Thesis-master),1,1,0,1,2023-05-29,2023-05-27,2023-11-09, ,中国海洋大学研究生毕业论文模版（硕博通用）
530,中国海洋大学,Ocean University of China,6/7,[NavisLab/OUCThesis_Latex](https://github.com/NavisLab/OUCThesis_Latex),1,0,0,1,2021-05-09,2021-05-09,2021-05-09, ,中国海洋大学硕士博士学位论文 LaTeX 模板(修改版)
531,中国海洋大学,Ocean University of China,6/7,[OSOUC/UndergraduateThesisLaTeXTemplate](https://github.com/OSOUC/UndergraduateThesisLaTeXTemplate),1,43,10,5,2022-05-01,2015-05-23,2023-04-01,MIT,中国海洋大学本科毕业论文LaTeX模版 OUC Undergraduate Thesis LaTeX Template
532,中国海洋大学,Ocean University of China,6/7,[SunYufei/oucthesis](https://github.com/SunYufei/oucthesis),1,2,1,2,2021-05-24,2021-04-28,2022-10-20, ,中国海洋大学硕博学位论文 LaTeX 模板
533,中国海洋大学,Ocean University of China,6/7,[ouc-ocean-group/oucthesis](https://github.com/ouc-ocean-group/oucthesis),0,42,12,3,2022-12-13,2019-12-19,2023-03-06, ,**【已归档】** 中国海洋大学硕士博士学位论文 LaTeX 模板 Latex template for OUC graduate thesis.
534,中国海洋大学,Ocean University of China,6/7,[summitgao/OUC-LaTex-bachelor](https://github.com/summitgao/OUC-LaTex-bachelor),1,54,12,2,2023-06-01,2021-04-18,2023-11-17, ,中国海洋大学本科生毕业论文LaTeX模板（Overleaf版）
535,中国海洋大学,Ocean University of China,6/7,[summitgao/OUC-LaTex-master](https://github.com/summitgao/OUC-LaTex-master),1,39,8,2,2023-02-20,2021-07-31,2023-11-25, ,中国海洋大学硕士博士学位论文 LaTeX 模板（Overleaf版）
536,中国科学技术大学,University of Science and Technology of China,4/7,[DingyunZhang/ustc_thesis_bachelor](https://github.com/DingyunZhang/ustc_thesis_bachelor),1,0,0,1,2022-04-01,2022-04-01,2022-04-01,LPPL-1.3c,template for undergraduate thesis
537,中国科学技术大学,University of Science and Technology of China,4/7,[GaZ3ll3/ustcthesis](https://github.com/GaZ3ll3/ustcthesis),0,4,1,4,2014-02-07,2014-01-21,2015-03-13,GPL-2.0,**【长久未更新】** template for USTC thesis
538,中国科学技术大学,University of Science and Technology of China,4/7,[acgotaku/USTC-SSE-THESIS](https://github.com/acgotaku/USTC-SSE-THESIS),0,30,4,4,2017-03-04,2016-12-31,2023-09-27, ,**【长久未更新】** 适用于中科大软件学院工程硕士的Latex模板
539,中国科学技术大学,University of Science and Technology of China,4/7,[jiaopjie/ustcthesis](https://github.com/jiaopjie/ustcthesis),1,1,0,1,2019-02-12,2017-02-14,2020-06-20, ,USTC thesis LaTeX template
540,中国科学技术大学,University of Science and Technology of China,4/7,[ustctug/ustclyx](https://github.com/ustctug/ustclyx),1,41,7,9,2022-07-29,2014-03-13,2023-11-14,GPL-3.0,LyX template for USTC  thesis
541,中国科学技术大学,University of Science and Technology of China,4/7,[ustctug/ustcthesis](https://github.com/ustctug/ustcthesis),1,1412,375,35,2023-08-05,2015-07-07,2023-11-24,LPPL-1.3c,LaTeX template for USTC thesis
542,中国科学技术大学,University of Science and Technology of China,4/7,[ywgATustcbbs/ustcthesis](https://github.com/ywgATustcbbs/ustcthesis),0,134,49,15,2016-02-24,2015-03-17,2023-11-22, ,**【长久未更新】** Moved to USTCTUG on Github中国科学技术大学学位论文通用LaTeX模板. LaTeX templates for UNDERGRADUATE and GRADUATE STUDENTS of USTC. Backup mirror at GitLab (sponsored by LUG@USTC) : https://gitlab.lug.ustc.edu.cn/ywg/ustcthesis
543,中国科学院大学,University of Chinese Academy of Sciences,6/8,[FirstPotato/IUE-Thesis](https://github.com/FirstPotato/IUE-Thesis),1,1,0,2,2020-07-01,2020-07-01,2023-02-20, ,国科大学位论文 LaTeX 模板的中国科学院城市环境研究所适配版
544,中国科学院大学,University of Chinese Academy of Sciences,6/8,[UCASthesis/The-LaTeX-thesis-template-of-UCAS](https://github.com/UCASthesis/The-LaTeX-thesis-template-of-UCAS),1,17,13,1,2018-05-24,2016-12-30,2023-11-02, ,中国科学院大学学位论文LaTeX模板
545,中国科学院大学,University of Chinese Academy of Sciences,6/8,[guoxiaowhu/UCAS_Thesis](https://github.com/guoxiaowhu/UCAS_Thesis),1,11,0,1,2023-04-19,2022-10-13,2023-10-13, ,The newest template of thesis for UCAS
546,中国科学院大学,University of Chinese Academy of Sciences,6/8,[iphyer/UCASThesisTemplete](https://github.com/iphyer/UCASThesisTemplete),1,27,12,6,2021-01-16,2014-06-30,2022-02-28,MIT,LaTeX template of PhD/graduate Thesis of University of Chinese Academy of Sciences
547,中国科学院大学,University of Chinese Academy of Sciences,6/8,[mohuangrui/ucasthesis](https://github.com/mohuangrui/ucasthesis),1,3207,918,66,2023-06-19,2014-05-08,2023-11-25, ,LaTeX Thesis Template for the University of Chinese Academy of Sciences
548,中国科学院大学,University of Chinese Academy of Sciences,6/8,[wuzhouhui/ucas_ict_thesis](https://github.com/wuzhouhui/ucas_ict_thesis),0,22,12,3,2017-04-26,2017-04-18,2023-11-03, ,**【长久未更新】** 中国科学院大学计算技术研究所博士硕士学位论文 LaTeX 模板
549,中国科学院大学,University of Chinese Academy of Sciences,6/8,[xiaoyao9933/UCASthesis](https://github.com/xiaoyao9933/UCASthesis),1,206,87,14,2018-10-12,2014-09-21,2023-10-24, ,**国科大新版标准** 中国科学院大学学位论文模板，目前遵守2018国科大指导标准。 a LaTeX template for UCAS.
550,中国科学院大学,University of Chinese Academy of Sciences,6/8,[yulijia/LaTeX_UCASthesis](https://github.com/yulijia/LaTeX_UCASthesis),0,12,6,2,2017-11-07,2013-01-11,2022-04-27, ,**【长久未更新】** LaTeX template of graduate Thesis [University of Chinese Academy of Sciences]
