index,zh,en,count,github-repository,status,stargazers_count,forks_count,subscribers_count,pushed_at,created_at,updated_at,license,desc
0,国立台湾大学（國立臺灣大學）,National Taiwan University (NTU),1/1,[liao961120/thesis](https://github.com/liao961120/thesis),1,5,4,2,2023-06-27,2021-08-14,2023-06-27, ,Pandoc HTML/LaTeX thesis template for National Taiwan University
