index,github-repository,status,stargazers_count,forks_count,subscribers_count,pushed_at,created_at,updated_at,license,desc
0,[dangom/org-thesis](https://github.com/dangom/org-thesis),1,490,54,20,2022-03-23,2019-07-13,2023-11-24, ,Writing a Ph.D. thesis with Org Mode
