index,zh,en,count,github-repository,status,stargazers_count,forks_count,subscribers_count,pushed_at,created_at,updated_at,license,desc
0,（孟加拉国）库尔纳工程技术大学,Khulna University of Engineering and Technology,1/1,[Riaz-404/KUET-Thesis-Format_MS-Word](https://github.com/Riaz-404/KUET-Thesis-Format_MS-Word),1,0,0,1,2023-09-29,2023-09-29,2023-09-29, ,KUET Undergraduate and Postgraduate Thesis Format in Microsoft Word
