序号,中文名,英文名,合计,GitHub仓库,已归档,已荒废,Star数,Fork数,最新推送,创建时间,许可证,说明
0,（美国）南佛罗里达大学,University of South Florida,1/0/1,[STOM-Group/USF-Beamer-Template](https://github.com/STOM-Group/USF-Beamer-Template), ,🔒️,3,7,2019-11-19,2015-08-20,MIT,LaTeX/Beamer presentation template for the University of South Florida
