序号,中文名,英文名,合计,GitHub仓库,已归档,已荒废,Star数,Fork数,最新推送,创建时间,许可证,说明
0,国立台湾大学（國立臺灣大學）,National Taiwan University (NTU),1/0/0,[liao961120/thesis](https://github.com/liao961120/thesis), , ,5,4,2023-06-27,2021-08-14, ,Pandoc HTML/LaTeX thesis template for National Taiwan University
