index,zh,en,count,repository,archived,obsolete,stargazers,forks,pushed_at,created_at,license,description
0,通用模板,simple thesis template,1/0/0,[zagoli/simple-typst-thesis](https://github.com/zagoli/simple-typst-thesis), , ,32,2,2023-06-12,2023-03-30,Apache-2.0,A template to use for a simple thesis written in Typst.
1,（澳大利亚）斯威本科技大学,Swinburne University of Technology,1/0/0,[coljac/swinburne-phd-typst](https://github.com/coljac/swinburne-phd-typst), , ,0,0,2023-11-02,2023-11-01, ,A Typst template for Swinburne University PhD theses.
2,（德国）弗赖堡大学,University of Freiburg (Universität Freiburg),1/0/0,[d-mironov/typst-slides-uni-freiburg](https://github.com/d-mironov/typst-slides-uni-freiburg), , ,0,0,2023-11-08,2023-11-08,MIT,Typst Presentation template to use in the University of Freiburg.
3,（德国）马格德堡大学,"Otto von Guericke University Magdeburg (Otto-von-Guericke-Universität Magdeburg, OvGU)",1/0/0,[v411e/ovgu-typst-thesis-template](https://github.com/v411e/ovgu-typst-thesis-template), , ,2,0,2024-02-07,2023-09-15, ,Otto von Guericke University Magdeburg typst thesis template
4,（加拿大）滑铁卢大学,University of Waterloo,1/0/0,[yangwenbo99/typst-uwthesis](https://github.com/yangwenbo99/typst-uwthesis), , ,8,0,2023-07-19,2023-07-18, ,Typst template for thesis submitted to University of Waterloo
5,（拉脱维亚）里加工业大学,"Riga Technical University (Rīgas Tehniskā Universitāte, RTU)",1/0/0,[Ri0ee/typst-rtu](https://github.com/Ri0ee/typst-rtu), , ,0,0,2024-01-31,2023-10-16, ,Typst template for RTU (Riga Technical University) reports
6,（立陶宛）维尔纽斯大学,Vilnius University (Vilniaus universitetas),1/0/0,[ramojus/typst-template-VU-thesis](https://github.com/ramojus/typst-template-VU-thesis), , ,1,1,2024-02-18,2023-11-01, ,typst template for Vilnius University thesis
7,（英国）剑桥大学,University of Cambridge,1/0/0,[jeffa5/typst-cambridge](https://github.com/jeffa5/typst-cambridge), , ,0,0,2023-11-28,2023-06-27,MIT,Typst templates for the University of Cambridge
