序号,中文名,英文名,合计,GitHub仓库,已归档,已荒废,Star数,Fork数,最新推送,创建时间,许可证,说明
0,（孟加拉国）库尔纳工程技术大学,Khulna University of Engineering and Technology,1/0/0,[Riaz-404/KUET-Thesis-Format_MS-Word](https://github.com/Riaz-404/KUET-Thesis-Format_MS-Word), , ,1,0,2024-02-07,2023-09-29, ,KUET Undergraduate and Postgraduate Thesis Format in Microsoft Word
