序号,合计,GitHub仓库,已归档,已荒废,Star数,Fork数,最新推送,创建时间,许可证,说明
0,2/0/0,[ManiMozaffar/awesome-resumes](https://github.com/ManiMozaffar/awesome-resumes), , ,229,15,2024-01-07,2023-04-26, ,"Create winning IT resumes and CV with awesome-resumes. Practical tips, guidelines, and examples for software engineers, data scientists, and cybersecurity professionals and other IT fields"
1,2/0/0,[dyweb/awesome-resume-for-chinese](https://github.com/dyweb/awesome-resume-for-chinese), , ,3710,334,2023-11-30,2018-03-28, ,:page_facing_up: 适合中文的简历模板收集（LaTeX，HTML/JS and so on）由 @hoochanlon 维护
