序号,中文名,英文名,合计,GitHub仓库,已归档,已荒废,Star数,Fork数,最新推送,创建时间,许可证,说明
0,（美国）麻省理工学院,Massachusetts Institute of Technology (MIT),1/0/0,[mit-eecs-gsa/mit-eecs-thesis-proposal-template](https://github.com/mit-eecs-gsa/mit-eecs-thesis-proposal-template), , ,42,31,2024-01-30,2018-01-17,MIT,MIT EECS Thesis Proposal Template
