index,zh,en,count,repository,archived,obsolete,stargazers,forks,pushed_at,created_at,license,description
0,安徽大学,Anhui University,1/0/1,[qxx/AHU_Thesis](https://github.com/qxx/AHU_Thesis), ,🔒️,5,1,2014-03-11,2014-03-11,GPL-2.0,Anhui University Thesis Template for Undergraduate Students
1,北方民族大学,Northern Minzu University,1/0/1,[WizenZhang/NMUThesis](https://github.com/WizenZhang/NMUThesis), ,🔒️,6,8,2019-06-12,2018-08-02,MIT,北方民族大学学位论文LaTeX模板
2,北京大学,Peking University,8/0/1,[AllanChain/pkuthss-lyx](https://github.com/AllanChain/pkuthss-lyx), , ,0,0,2023-04-03,2023-04-03,MIT,Write PKU thesis with LyX is very easy.
3,北京大学,Peking University,8/0/1,[CasperVector/pkuthss](https://github.com/CasperVector/pkuthss), , ,498,177,2024-02-28,2015-04-28, ,LaTeX template for dissertations in Peking University
4,北京大学,Peking University,8/0/1,[GXIU/Easy-Templates](https://github.com/GXIU/Easy-Templates), , ,5,1,2020-07-18,2020-05-14, ,Minimum latex templates including PKU Thesis. Please Star 求加星！
5,北京大学,Peking University,8/0/1,[Thesharing/pkuthss](https://github.com/Thesharing/pkuthss), , ,29,15,2020-04-16,2020-03-04, ,LaTeX template for dissertations in Peking University
6,北京大学,Peking University,8/0/1,[bochentan/PKU_EECS_UGR_THSS](https://github.com/bochentan/PKU_EECS_UGR_THSS), , ,27,22,2020-07-04,2019-04-12, ,"Latex Template for Undergraduate Thesis at School of EECS, Peking University"
7,北京大学,Peking University,8/0/1,[doubleZ0108/pkuthss-mac](https://github.com/doubleZ0108/pkuthss-mac), , ,26,3,2021-12-18,2021-12-12, ,北京大学学位论文Latex模板(for Mac)，基于pkuthss v1.9.1修改，主要进行Mac的适配修改、个人最佳实践说明、配置踩坑经验
8,北京大学,Peking University,8/0/1,[vidon/pkuthssLyX](https://github.com/vidon/pkuthssLyX), ,🔒️,5,2,2016-06-04,2016-06-28, ,A LyX template for thesis of Peking University
9,北京大学,Peking University,8/0/1,[wongsingfo/pku-grad-thesis](https://github.com/wongsingfo/pku-grad-thesis), , ,21,1,2022-05-15,2021-04-22, ,北京大学本科生毕业论文 latex 模版，基于 pkuthss 1.9.0 修改
10,北京工业大学,Beijing University of Technology,1/0/0,[xiaoyaoE/bjutThesis](https://github.com/xiaoyaoE/bjutThesis), , ,26,7,2021-01-14,2019-04-27, ,北京工业大学学位论文latex模板
11,北京航空航天大学,Beijing University of Aeronautics and Astronautics (Beihang University),7/1/2,[BHOSC/BUAAthesis](https://github.com/BHOSC/BUAAthesis), , ,915,277,2023-06-29,2012-06-17,NOASSERTION,北航毕设论文LaTeX模板
12,北京航空航天大学,Beijing University of Aeronautics and Astronautics (Beihang University),7/1/2,[CheckBoxStudio/BUAAThesis](https://github.com/CheckBoxStudio/BUAAThesis), , ,473,102,2024-02-01,2017-12-19,MIT,北航研究生学位论文模板（Word+LaTeX）.
13,北京航空航天大学,Beijing University of Aeronautics and Astronautics (Beihang University),7/1/2,[JunyiHua/latex-mould-for-BUAA-bachelor-thesis-2021](https://github.com/JunyiHua/latex-mould-for-BUAA-bachelor-thesis-2021), , ,4,0,2021-01-12,2021-01-04, ,北航2021毕业论文latex模板
14,北京航空航天大学,Beijing University of Aeronautics and Astronautics (Beihang University),7/1/2,[Kelmory/BUAA-Thesis-BWE](https://github.com/Kelmory/BUAA-Thesis-BWE),📦,🔒️,44,8,2019-06-12,2019-05-21,MIT,北航本科生毕业设计论文模板。BUAA dissertation template of undergraduate.
15,北京航空航天大学,Beijing University of Aeronautics and Astronautics (Beihang University),7/1/2,[ZhuGongpu/BUAA-Graduate-Dissertation-Template](https://github.com/ZhuGongpu/BUAA-Graduate-Dissertation-Template), ,🔒️,12,1,2018-09-28,2018-04-18,MIT,北航研究生毕业论文模版
16,北京航空航天大学,Beijing University of Aeronautics and Astronautics (Beihang University),7/1/2,[aofenghanyue/PhDThesisWordTemplate](https://github.com/aofenghanyue/PhDThesisWordTemplate), , ,5,0,2021-11-27,2021-11-27,MIT,北航博士毕业设计/学位论文word模板，依据《北京航空航天大学研究生撰写学位论文的规定(2020.07)》制作
17,北京航空航天大学,Beijing University of Aeronautics and Astronautics (Beihang University),7/1/2,[yzd-v/BUAA_thesis_overleaf](https://github.com/yzd-v/BUAA_thesis_overleaf), , ,26,4,2021-12-04,2021-12-04,NOASSERTION,北航毕设论文overleaf Latex模板
18,北京化工大学,Beijing University of Chemical Technology,1/0/0,[qianqianjun/UnetFCNDAE](https://github.com/qianqianjun/UnetFCNDAE), , ,1,2,2020-06-19,2020-04-05, ,北京化工大学本科毕业设计（论文）
19,北京交通大学,Beijing Jiaotong University,4/0/2,[chenzewei01/bjtuThesis](https://github.com/chenzewei01/bjtuThesis), ,🔒️,14,10,2014-11-07,2014-05-07, ,北京交通大学毕设LaTeX模板
20,北京交通大学,Beijing Jiaotong University,4/0/2,[labusi/bjtu-thesis](https://github.com/labusi/bjtu-thesis), ,🔒️,10,4,2018-04-30,2018-04-27,Apache-2.0,北京交通大学学位论文非官方latex模版
21,北京交通大学,Beijing Jiaotong University,4/0/2,[paulzhn/bjtu-bachelor-thesis](https://github.com/paulzhn/bjtu-bachelor-thesis), , ,43,6,2022-06-28,2022-04-02, ,北京交通大学本科毕设latex模板（非官方）
22,北京交通大学,Beijing Jiaotong University,4/0/2,[xfdywy/bjtu-thesis-templete](https://github.com/xfdywy/bjtu-thesis-templete), , ,74,27,2021-01-03,2020-04-13, ,北京交通大学研究生毕业论文非官方模版
23,北京科技大学,Beijing University of Science and Technology,3/0/2,[Jeff-Hugh/USTBThesis](https://github.com/Jeff-Hugh/USTBThesis), , ,43,15,2022-12-01,2015-12-21, ,Thesis Tex model for USTB
24,北京科技大学,Beijing University of Science and Technology,3/0/2,[liuzhaoboatenficomcn/Latex-template-for-University-of-Science-and-Technology-Beijing](https://github.com/liuzhaoboatenficomcn/Latex-template-for-University-of-Science-and-Technology-Beijing), ,🔒️,6,6,2018-10-10,2018-10-10, ,Latex template for University of Science and Technology Beijing
25,北京科技大学,Beijing University of Science and Technology,3/0/2,[qin-nz/USTB-latex](https://github.com/qin-nz/USTB-latex), ,🔒️,9,3,2015-06-02,2014-08-30,MIT,latex template for undergraduate student in University of Science &amp; Technology Beijing (USTB)
26,北京理工大学,Beijing Institute of Technology,7/0/1,[BIT-thesis/LaTeX-template](https://github.com/BIT-thesis/LaTeX-template), , ,349,90,2021-11-01,2017-03-08, ,LaTeX template for BIT thesis
27,北京理工大学,Beijing Institute of Technology,7/0/1,[BITNP/BIThesis](https://github.com/BITNP/BIThesis), , ,527,94,2024-02-29,2020-01-12,LPPL-1.3c,📖 北京理工大学非官方 LaTeX 模板集合，包含本科、研究生毕业设计模板及更多。🎉 （更多文档请访问 wiki 和 release 中的手册）
28,北京理工大学,Beijing Institute of Technology,7/0/1,[FDUZS/BIThesis](https://github.com/FDUZS/BIThesis), , ,6,0,2022-11-25,2020-09-11,LPPL-1.3c,北京理工大学硕士博士研究生学位论文 LaTeX 模板 — 非官方
29,北京理工大学,Beijing Institute of Technology,7/0/1,[PolarLion/BIT-thesis-template](https://github.com/PolarLion/BIT-thesis-template), , ,2,0,2022-10-03,2022-10-02, ,北京理工大学研究生毕业论文无bug模板-template for graduate thesis of Beijing Institute of Technology (No bug ver.)
30,北京理工大学,Beijing Institute of Technology,7/0/1,[jiandahao/BIT-thesis-LaTex](https://github.com/jiandahao/BIT-thesis-LaTex), , ,56,21,2020-05-06,2019-05-14,MIT,北京理工大学学硕士/博士学位毕业论文LaTeX模板（LaTeX Template for BIT thesis）
31,北京理工大学,Beijing Institute of Technology,7/0/1,[qiuzhu/BITthesis](https://github.com/qiuzhu/BITthesis), ,🔒️,57,19,2017-10-11,2016-08-17,GPL-3.0,Thesis Template of Beijing Institute of Technology Using LaTeX
32,北京理工大学,Beijing Institute of Technology,7/0/1,[zhang-datou/BIT_Thesis](https://github.com/zhang-datou/BIT_Thesis), , ,12,10,2020-05-03,2016-11-16, ,北京理工大学硕士毕业论文word和latex模板
33,北京林业大学,Beijing Forestry University,2/0/1,[DeeDive/BJFUThesis](https://github.com/DeeDive/BJFUThesis), , ,23,5,2022-06-21,2021-05-11, ,北京林业大学 LaTeX 学位论文模板 LaTeX Thesis Template for Beijing Forestry University
34,北京林业大学,Beijing Forestry University,2/0/1,[ufo5260987423/BjfuLatexTemplate](https://github.com/ufo5260987423/BjfuLatexTemplate), ,🔒️,13,2,2018-02-18,2018-02-14, ,A bachelor thesis template of Beijing Forestry University
35,北京师范大学,Beijing Normal University,5/0/2,[Hggg/BNU-Bachelor-Template](https://github.com/Hggg/BNU-Bachelor-Template), , ,4,0,2020-04-24,2020-04-10, ,北师大学士论文模板
36,北京师范大学,Beijing Normal University,5/0/2,[gebrilliant/BNU-Latex-Thesis](https://github.com/gebrilliant/BNU-Latex-Thesis), ,🔒️,9,1,2020-02-07,2019-02-24, , 
37,北京师范大学,Beijing Normal University,5/0/2,[jinyiliu/bnu-thesis-template](https://github.com/jinyiliu/bnu-thesis-template), , ,36,9,2023-01-10,2019-05-22, ,"Beijing Normal University bachelor, master and doctor thesis templates."
38,北京师范大学,Beijing Normal University,5/0/2,[keyuxing/bnu-bachelor-thesis-2021](https://github.com/keyuxing/bnu-bachelor-thesis-2021), , ,1,1,2021-05-17,2021-05-17, ,北师大本科生毕业论文模版
39,北京师范大学,Beijing Normal University,5/0/2,[xysmlx/BNUBachelorThesis](https://github.com/xysmlx/BNUBachelorThesis), ,🔒️,33,20,2018-03-19,2015-03-17, ,Latex Template of BNU Bachelor Thesis based on BNUThesis_1.52.1
40,北京外国语大学,Beijing Foreign Studies University,1/0/0,[Ryan-the-hito/BFSU-paper](https://github.com/Ryan-the-hito/BFSU-paper), , ,0,0,2023-11-02,2023-08-19,MIT,This repository stores all the required files as template in Master degree of BFSU. 本库储存北京外国语大学硕士毕业相关模板（毕业论文 LaTeX 模板和其他流程文件的 Word 模板），本库为非官方发布，模板作者对使用该模板所引起的后果不负任何责任。 内容主要是中文文件，肯定不会 100%适用于所有专业、所有语种，有需要者还请自己调整。
41,北京邮电大学,Beijing University of Posts and Telecommunications,9/0/5,[baggiorio18/BUPTGraduateThesis](https://github.com/baggiorio18/BUPTGraduateThesis), ,🔒️,15,0,2015-01-03,2013-07-08, , 
42,北京邮电大学,Beijing University of Posts and Telecommunications,9/0/5,[cnMuggle/BuptThesisBachelor_1.1](https://github.com/cnMuggle/BuptThesisBachelor_1.1), ,🔒️,2,0,2015-07-18,2015-07-18, ,exported from google project
43,北京邮电大学,Beijing University of Posts and Telecommunications,9/0/5,[latexstudio/PhD-Thesis--LaTeX-Template-for-BUPT](https://github.com/latexstudio/PhD-Thesis--LaTeX-Template-for-BUPT), ,🔒️,3,10,2016-07-18,2017-02-13, ,PhD Thesis LaTeX Template for BUPT
44,北京邮电大学,Beijing University of Posts and Telecommunications,9/0/5,[qcts33/BUPTthesis-ctex](https://github.com/qcts33/BUPTthesis-ctex), , ,75,27,2020-08-31,2018-12-14, ,Yet anoter BUPT Thesis LaTeX class
45,北京邮电大学,Beijing University of Posts and Telecommunications,9/0/5,[rioxwang/BUPTGraduateThesis](https://github.com/rioxwang/BUPTGraduateThesis), , ,386,115,2023-05-16,2015-01-03, , 
46,北京邮电大学,Beijing University of Posts and Telecommunications,9/0/5,[sheng-qiang/BUPTBachelorThesis](https://github.com/sheng-qiang/BUPTBachelorThesis), , ,445,120,2022-06-02,2018-04-24,MIT,A LaTeX Template for BUPT Bachelor Thesis (updated in 2018) 北京邮电大学学士学位论文LaTeX模板
47,北京邮电大学,Beijing University of Posts and Telecommunications,9/0/5,[way-zer/BUPTBachelorThesis](https://github.com/way-zer/BUPTBachelorThesis), , ,0,0,2023-04-21,2023-04-21, , 
48,北京邮电大学,Beijing University of Posts and Telecommunications,9/0/5,[wugh/bupt-thesis-bachelor](https://github.com/wugh/bupt-thesis-bachelor), ,🔒️,6,9,2014-06-09,2014-04-16, , 
49,北京邮电大学,Beijing University of Posts and Telecommunications,9/0/5,[yangze01/BUPT-Master-Graduation-Thesis](https://github.com/yangze01/BUPT-Master-Graduation-Thesis), ,🔒️,2,0,2020-01-10,2019-02-19, , 
50,北京语言大学,Beijing Language and Culture University,1/1/0,[cunliangkong/BLCU-Thesis](https://github.com/cunliangkong/BLCU-Thesis),📦, ,3,2,2023-05-15,2022-10-05, ,北京语言大学硕、博士毕业论文Latex模板。
51,长安大学,Chang'an University,1/0/0,[xiaoleeza/chdthesis](https://github.com/xiaoleeza/chdthesis), , ,21,9,2021-05-24,2019-04-14,LPPL-1.3c,长安大学研究生学位论文LaTeX模板
52,长沙理工大学,Changsha University of Technology,1/0/0,[csust-latex-sig/CSUSTBachelorThesis](https://github.com/csust-latex-sig/CSUSTBachelorThesis), , ,14,2,2023-07-24,2022-06-20, ,长沙理工大学本科生毕业论文 LaTeX 模板。
53,成都理工大学,Chengdu University of Technology,2/0/0,[cs-whh/CDUT_thesis](https://github.com/cs-whh/CDUT_thesis), , ,3,1,2022-01-13,2022-01-13, ,成都理工大学本科毕业论文LaTeX模板
54,成都理工大学,Chengdu University of Technology,2/0/0,[fumeng6/CDUT-Undergraduate-Thesis-Template](https://github.com/fumeng6/CDUT-Undergraduate-Thesis-Template), , ,3,1,2022-09-11,2021-08-19, ,"This is a LaTeX template for a bachelor's degree thesis written for the 2022 undergraduates of the School of Geophysics, Chengdu University of Technology"
55,重庆大学,Chongqing University,1/0/0,[nanmu42/CQUThesis](https://github.com/nanmu42/CQUThesis), , ,234,61,2022-05-12,2016-05-15,NOASSERTION,:pencil: 重庆大学毕业论文LaTeX模板---LaTeX Thesis Template for Chongqing University
56,重庆交通大学,Chongqing Jiaotong University,1/0/0,[cyanray/ThesisCQJTU](https://github.com/cyanray/ThesisCQJTU), , ,4,1,2022-10-10,2022-06-04, ,重庆交通大学本科毕业（设计）论文模板(Word + LaTeX)
57,重庆邮电大学,Chongqing University of Posts and Telecommunications,4/0/1,[ElegantLee/CQUPT-Thesis-LaTex-Template](https://github.com/ElegantLee/CQUPT-Thesis-LaTex-Template), , ,1,0,2023-03-12,2023-03-05,MIT,在重庆邮电大学官方的毕业论文LaTex模板基础上，针对计算机相关专业做了相关适配
58,重庆邮电大学,Chongqing University of Posts and Telecommunications,4/0/1,[coding-tan/CQUPTtex](https://github.com/coding-tan/CQUPTtex), , ,26,1,2022-07-21,2022-07-20, ,依据重庆邮电大学本科生毕业论文格式要求整理，2022年7月更新
59,重庆邮电大学,Chongqing University of Posts and Telecommunications,4/0/1,[lusccc/cqupt-thesis](https://github.com/lusccc/cqupt-thesis), , ,19,0,2021-02-08,2021-01-10, ,重庆邮电大学研究生学位论文LaTex模板
60,重庆邮电大学,Chongqing University of Posts and Telecommunications,4/0/1,[mequanwei/CQUPTThesis](https://github.com/mequanwei/CQUPTThesis), ,🔒️,6,0,2019-11-05,2017-12-12, ,自制重庆邮电大学硕士学位论文latex模板
61,大连海事大学,Dalian Maritime University,1/0/1,[aurora1625/dmuthesis-latex](https://github.com/aurora1625/dmuthesis-latex), ,🔒️,14,5,2013-05-27,2013-03-04, ,LaTeX template for Dalian Maritime University Graduation Thesis
62,大连理工大学,Dalian University of Technology,13/0/7,[GoBigorGoHome/dutthesis](https://github.com/GoBigorGoHome/dutthesis), ,🔒️,3,1,2017-06-09,2017-04-29, ,大连理工大学本科毕业设计（论文）LaTeX模板
63,大连理工大学,Dalian University of Technology,13/0/7,[Khaos/DLUTThesis](https://github.com/Khaos/DLUTThesis), ,🔒️,17,11,2019-04-24,2012-10-10,Apache-2.0,A LaTeX Thesis Template for Dalian University of Technology
64,大连理工大学,Dalian University of Technology,13/0/7,[QuYue/The-XeLaTex-Template-of-Master-Degree-Thesis-of-DUT](https://github.com/QuYue/The-XeLaTex-Template-of-Master-Degree-Thesis-of-DUT), , ,0,0,2023-02-21,2023-02-21, ,大连理工大学硕士学位论文模版 XeLaTex V1.0
65,大连理工大学,Dalian University of Technology,13/0/7,[Saltsmart/DUT-master-thesis](https://github.com/Saltsmart/DUT-master-thesis), , ,4,0,2023-05-06,2023-02-17,LPPL-1.3c,连附录都有的大连理工大学硕士学位论文LaTeX模板
66,大连理工大学,Dalian University of Technology,13/0/7,[Youxuan1/dut_essay_model](https://github.com/Youxuan1/dut_essay_model), , ,0,0,2022-12-11,2022-12-11, ,大连理工大学本科毕设论文模板
67,大连理工大学,Dalian University of Technology,13/0/7,[dutLQG/DUT-LyX](https://github.com/dutLQG/DUT-LyX), , ,2,0,2023-11-07,2023-10-29, ,大连理工大学博士硕士学位论文LyX/LaTeX模板
68,大连理工大学,Dalian University of Technology,13/0/7,[echoorchid/DLUT_XeLaTeX_Template_for_Master](https://github.com/echoorchid/DLUT_XeLaTeX_Template_for_Master), ,🔒️,5,0,2017-03-13,2017-03-10, ,大连理工大学硕士毕业论文XeLaTeX模板
69,大连理工大学,Dalian University of Technology,13/0/7,[hanqing0521/thesis-dut](https://github.com/hanqing0521/thesis-dut), , ,11,1,2022-05-16,2019-09-23, ,大连理工大学， 博士毕业论文模板， tex template of Dalian University of Technology.
70,大连理工大学,Dalian University of Technology,13/0/7,[li-xin-yi/DLUTLaTeXTemplate](https://github.com/li-xin-yi/DLUTLaTeXTemplate), ,🔒️,6,7,2016-03-29,2015-07-06, ,The LATEX Template of Undergraduate Graduation Project (Thesis)
71,大连理工大学,Dalian University of Technology,13/0/7,[stevewongv/DLUT_XeLaTeX_Template_For_Bachelor](https://github.com/stevewongv/DLUT_XeLaTeX_Template_For_Bachelor), ,🔒️,12,7,2018-05-31,2018-05-30,MIT,大连理工大学本科毕业论文latex模版2018（非官方修改版）
72,大连理工大学,Dalian University of Technology,13/0/7,[wendy2003888/DLUT_XeLatex_TemplateForBachelor](https://github.com/wendy2003888/DLUT_XeLatex_TemplateForBachelor), ,🔒️,1,0,2017-06-29,2017-06-29, ,大连理工大学本科学位论文XeLatex模版
73,大连理工大学,Dalian University of Technology,13/0/7,[whufanwei/DLUT_XeLaTeX_Template_for_Doctor](https://github.com/whufanwei/DLUT_XeLaTeX_Template_for_Doctor), ,🔒️,16,18,2012-05-07,2012-04-03, ,大连理工大学博士学位论文LaTeX模板
74,大连理工大学,Dalian University of Technology,13/0/7,[whufanwei/DLUT_XeLaTeX_Template_for_Maste](https://github.com/whufanwei/DLUT_XeLaTeX_Template_for_Maste), , ,21,11,2022-07-22,2012-04-03, ,大连理工大学硕士学位论文LaTeX模板
75,电子科技大学,University of Electronic Science and Technology of China,12/1/5,[Alan5279/UESTC_Doc_Thesis](https://github.com/Alan5279/UESTC_Doc_Thesis), , ,1,1,2020-05-29,2020-01-16, ,电子科技大学博士学位论文LaTeX版本
76,电子科技大学,University of Electronic Science and Technology of China,12/1/5,[JosephChenHub/UESTC_thesis_XeLaTeX](https://github.com/JosephChenHub/UESTC_thesis_XeLaTeX), ,🔒️,17,6,2018-03-06,2017-05-02, ,电子科技大学毕业论文LaTeX模板，xelatex版本
77,电子科技大学,University of Electronic Science and Technology of China,12/1/5,[bdebye/thesisuestc](https://github.com/bdebye/thesisuestc), , ,1230,307,2023-06-05,2017-02-13, ,ThesisUESTC-电子科技大学毕业论文模板
78,电子科技大学,University of Electronic Science and Technology of China,12/1/5,[lzcn/uestcthesis](https://github.com/lzcn/uestcthesis), , ,1,0,2023-01-12,2022-08-05,LPPL-1.3c,电子科技大学学位论文 LaTeX 模板
79,电子科技大学,University of Electronic Science and Technology of China,12/1/5,[raja21068/UESTC-LATEX-THESIS-FORMAT](https://github.com/raja21068/UESTC-LATEX-THESIS-FORMAT), , ,0,0,2021-03-04,2020-02-13, ,中国电子科技大学 LATEX论文格式 (university of electronic science and technology of china LATEX THESIS FORMAT)
80,电子科技大学,University of Electronic Science and Technology of China,12/1/5,[raja21068/UESTC-THESIS](https://github.com/raja21068/UESTC-THESIS), ,🔒️,2,0,2019-01-25,2019-01-25, ,中国电子科技大学（UESTC）论文模板 University of Electronic Science and Technology of China (UESTC) thesis template
81,电子科技大学,University of Electronic Science and Technology of China,12/1/5,[raja21068/UESTC-Thesis-Templete-LYX-Latex](https://github.com/raja21068/UESTC-Thesis-Templete-LYX-Latex), ,🔒️,0,1,2019-01-25,2017-11-08, ,LaTeX template for thesis writing in University of Electronic Science and Technology of China (电子科技大学官方主页)
82,电子科技大学,University of Electronic Science and Technology of China,12/1/5,[richardkwo/UESTC-bachelor-thesis-xelatex](https://github.com/richardkwo/UESTC-bachelor-thesis-xelatex), ,🔒️,10,2,2014-01-20,2014-01-19, ,电子科技大学本科毕业论文xelatex模板
83,电子科技大学,University of Electronic Science and Technology of China,12/1/5,[savicsw/ThesisUESTC](https://github.com/savicsw/ThesisUESTC), , ,10,2,2021-03-30,2020-03-24, ,电子科技大学毕业论文模板（2020）
84,电子科技大学,University of Electronic Science and Technology of China,12/1/5,[shifujun/UESTCthesis](https://github.com/shifujun/UESTCthesis),📦, ,552,162,2023-04-24,2013-02-19, ,电子科技大学毕设设计论文LaTeX模板
85,电子科技大学,University of Electronic Science and Technology of China,12/1/5,[tinoryj/UESTC-Thesis-Latex-Template](https://github.com/tinoryj/UESTC-Thesis-Latex-Template), , ,301,67,2023-03-30,2022-03-16,MIT,"UESTC Thesis Latex Template 2023. It fully supports the latest format specification in 2023, supports independent symbol table, abbreviation table, and complete and fully customizable Academic/Professional-Master/PhD covers."
86,电子科技大学,University of Electronic Science and Technology of China,12/1/5,[tzz1996/ThesisUESTC](https://github.com/tzz1996/ThesisUESTC), ,🔒️,0,0,2018-08-06,2018-08-06, ,电子科技大学letax论文
87,东北大学,Northeastern University,8/0/4,[Acytoo/neu_bachelor_thesis_template](https://github.com/Acytoo/neu_bachelor_thesis_template), ,🔒️,57,14,2019-06-11,2019-05-17, ,东北大学本科毕业设计 论文latex模板 2019
88,东北大学,Northeastern University,8/0/4,[NEUAI/neuthesis-en](https://github.com/NEUAI/neuthesis-en), , ,4,2,2020-05-27,2020-05-27,Apache-2.0,The Latex template of English Master and Ph.D. thesis for Northeastern University (China) 东北大学硕士、博士英文论文LaTeX模版
89,东北大学,Northeastern University,8/0/4,[NEUAI/neuthesis-enhanced](https://github.com/NEUAI/neuthesis-enhanced), , ,26,10,2021-04-24,2021-04-24,Apache-2.0,东北大学博士、硕士学位论文模板
90,东北大学,Northeastern University,8/0/4,[PlayerAI/NEU_PHD_Template](https://github.com/PlayerAI/NEU_PHD_Template), ,🔒️,5,6,2013-06-05,2013-02-21, ,PHD Latex Dissertation template for Northeastern University China
91,东北大学,Northeastern University,8/0/4,[mervin0502/neuthesis](https://github.com/mervin0502/neuthesis), , ,35,20,2020-09-08,2019-03-05,Apache-2.0,The Latex template of Ph.D. thesis for Northeastern University.（东北大学博士学位论文Latex模板）
92,东北大学,Northeastern University,8/0/4,[tzaiyang/NEUBachelorThesis](https://github.com/tzaiyang/NEUBachelorThesis), ,🔒️,68,10,2018-06-18,2018-05-13, ,东北大学本科生毕业论文LaTeX模板
93,东北大学,Northeastern University,8/0/4,[w-mj/neu_cse_bachelor_thesis](https://github.com/w-mj/neu_cse_bachelor_thesis), , ,2,0,2020-05-27,2020-05-14, ,东北大学计算机学院本科毕业论文Latex模板
94,东北大学,Northeastern University,8/0/4,[yeqibin/neuthesis](https://github.com/yeqibin/neuthesis), ,🔒️,5,1,2016-08-07,2016-08-07, ,Forked Version of LaTeX Thesis Template for Northeastern University from Xueruini/ThuThesis
95,东北电力大学,Northeast Electric Power University,1/0/0,[jycnb-666/NEEPUTHESIS](https://github.com/jycnb-666/NEEPUTHESIS), , ,7,3,2023-02-05,2021-07-01, ,东北电力大学本科毕业论文模板
96,东北林业大学,Northeast Forestry University,1/0/1,[dustincys/NEFUThesis](https://github.com/dustincys/NEFUThesis), ,🔒️,9,3,2017-10-30,2015-03-05, ,东北林业大学硕博士毕业论文 xe LaTeX 模板
97,东北师范大学,Northeast Normal University,4/0/2,[BENZJ/NNU_Latex_temple](https://github.com/BENZJ/NNU_Latex_temple), , ,1,0,2021-05-03,2021-04-28, ,东北师范大学硕士学位论文latex模版
98,东北师范大学,Northeast Normal University,4/0/2,[chenpx976/nenuthesis](https://github.com/chenpx976/nenuthesis), ,🔒️,0,0,2016-02-02,2016-02-02, ,Automatically exported from code.google.com/p/nenuthesis
99,东北师范大学,Northeast Normal University,4/0/2,[tiankonguse/NENUCSThesis](https://github.com/tiankonguse/NENUCSThesis), ,🔒️,14,4,2014-06-20,2014-05-01, , 
100,东北师范大学,Northeast Normal University,4/0/2,[wuyanglee/LaTeX_template_for_Thesis_NENU](https://github.com/wuyanglee/LaTeX_template_for_Thesis_NENU), , ,1,0,2022-04-13,2022-04-13, ,东北师范大学（硕士博士）毕业论文LaTeX模版（Mac电脑可用）
101,东华大学,Donghua University,2/0/0,[DCMMC/DHU-Paper-Template](https://github.com/DCMMC/DHU-Paper-Template), , ,0,0,2020-12-14,2019-06-07, ,A XeLaTeX template of thesis paper or project report for Donghua University (DHU) students.
102,东华大学,Donghua University,2/0/0,[godshen/dhu_thesis](https://github.com/godshen/dhu_thesis), , ,0,0,2023-09-02,2016-05-29, ,my last thing in dhu
103,东南大学,Southeast University,16/0/6,[DansYU/SeuThesiY](https://github.com/DansYU/SeuThesiY), , ,54,15,2021-05-25,2019-06-23,GPL-3.0,用于排版东南大学硕博学位论文的LaTeX模板
104,东南大学,Southeast University,16/0/6,[Dcwjh/SEUThesis-Latex](https://github.com/Dcwjh/SEUThesis-Latex), , ,5,0,2022-03-09,2022-03-04, ,东南大学研究生论文模板
105,东南大学,Southeast University,16/0/6,[JosanSun/SEUThesis](https://github.com/JosanSun/SEUThesis), ,🔒️,90,23,2018-05-17,2018-05-17,MIT,东南大学论文模板
106,东南大学,Southeast University,16/0/6,[LingYeAI/SEUthesis2019](https://github.com/LingYeAI/SEUthesis2019), ,🔒️,1,1,2019-05-13,2019-05-12,MIT,2019东南大学本科生毕业论文
107,东南大学,Southeast University,16/0/6,[RayDia/SEU-LaTeX-Thesis-Template-](https://github.com/RayDia/SEU-LaTeX-Thesis-Template-), ,🔒️,1,1,2019-03-09,2019-03-07, ,SEU LaTeX Thesis Template
108,东南大学,Southeast University,16/0/6,[Reanon/SEUThesisLatexTemplate](https://github.com/Reanon/SEUThesisLatexTemplate), , ,100,19,2024-01-03,2022-01-10, ,东南大学 硕士毕业论文 Latex 模版 网络空间安全学院
109,东南大学,Southeast University,16/0/6,[SouthEastUniversityofChina/seuthesis](https://github.com/SouthEastUniversityofChina/seuthesis), ,🔒️,5,5,2014-07-18,2014-07-17, ,Latex Template for Graduation Thesis
110,东南大学,Southeast University,16/0/6,[SuikaXhq/seu-bachelor-thesis-2022](https://github.com/SuikaXhq/seu-bachelor-thesis-2022), , ,62,2,2023-02-17,2022-04-16,GPL-3.0,东南大学本科毕业设计（论文）模版
111,东南大学,Southeast University,16/0/6,[TouchFishPioneer/SEU-master-thesis](https://github.com/TouchFishPioneer/SEU-master-thesis), , ,137,31,2024-02-26,2019-05-29,GPL-3.0,东南大学硕士研究生学位论文LaTeX模板
112,东南大学,Southeast University,16/0/6,[cmuCoppelia/seuthesis2020](https://github.com/cmuCoppelia/seuthesis2020), , ,13,6,2020-05-07,2020-05-02,MIT,"seu thesis latex template of bachelor's degree, 2020"
113,东南大学,Southeast University,16/0/6,[jasonbian97/Southeast-University-Paper-Latex-Template](https://github.com/jasonbian97/Southeast-University-Paper-Latex-Template), ,🔒️,7,1,2019-06-14,2019-06-14, ,东南大学学位论文latex模板
114,东南大学,Southeast University,16/0/6,[liuying1905/seu_thesis](https://github.com/liuying1905/seu_thesis), , ,0,0,2021-06-03,2021-06-03, ,a template for seu thesis
