index,zh,en,count,repository,archived,obsolete,stargazers,forks,pushed_at,created_at,license,description
337,上海工程技术大学,Shanghai University of Engineering and Technology,4/0/0,[shansicheng/sues-thesis](https://github.com/shansicheng/sues-thesis), , ,0,0,2023-05-11,2023-05-11,MIT,上海工程技术大学硕士学位论文latex模板
338,上海海事大学,Shanghai Maritime University,1/0/0,[hellckt/SHMTUThesis](https://github.com/hellckt/SHMTUThesis), , ,43,15,2022-05-29,2020-01-22,Apache-2.0,上海海事大学 LaTeX 学位论文模板
339,上海交通大学,Shanghai Jiaotong University,5/0/0,[GreenTeaHua/sjtu_latex](https://github.com/GreenTeaHua/sjtu_latex), , ,0,0,2022-01-11,2022-01-11, ,上海交通大学研究生学位论文模版（LaTex版）-官方搬运版
340,上海交通大学,Shanghai Jiaotong University,5/0/0,[JingruiYu/SJTU_Thesis_21](https://github.com/JingruiYu/SJTU_Thesis_21), , ,0,1,2021-09-13,2021-09-13,Unlicense,上海交通大学研究生学位论文LaTeX模板-21年5月版
341,上海交通大学,Shanghai Jiaotong University,5/0/0,[ZepengW/Latex-PG-SJTU](https://github.com/ZepengW/Latex-PG-SJTU), , ,34,0,2023-01-04,2022-12-19, ,根据上海交通大学研究生院给出的研究生学位论文写作模版(https://www.gs.sjtu.edu.cn/info/1136/8374.htm) 进行修改适配，解决latex模版中的一些错误，以及和word模版不一致问题
342,上海交通大学,Shanghai Jiaotong University,5/0/0,[sjtug/SJTUThesis](https://github.com/sjtug/SJTUThesis), , ,3128,774,2024-02-19,2012-05-25,Apache-2.0,上海交通大学 LaTeX 论文模板 | Shanghai Jiao Tong University LaTeX Thesis Template
343,上海交通大学,Shanghai Jiaotong University,5/0/0,[zhangzhanluo/SJTU-thesis-template](https://github.com/zhangzhanluo/SJTU-thesis-template), , ,39,4,2021-06-01,2019-11-28, ,上海交通大学研究生学位论文模板
344,上海科技大学,ShanghaiTech University,4/0/2,[Haoxiaoling/shtuthesis](https://github.com/Haoxiaoling/shtuthesis), ,🔒️,15,3,2020-01-06,2020-01-06, ,Latex template for thesis
345,上海科技大学,ShanghaiTech University,4/0/2,[Kexin-Zhang-UCAS/ShanghaiTechThesis](https://github.com/Kexin-Zhang-UCAS/ShanghaiTechThesis), ,🔒️,21,1,2018-07-24,2018-07-22, ,上海科技大学学位论文 LaTeX 模板
346,上海科技大学,ShanghaiTech University,4/0/2,[OpenMandrivaAssociation/texlive-shtthesis](https://github.com/OpenMandrivaAssociation/texlive-shtthesis), , ,0,0,2023-10-04,2022-11-16, ,An unofficial LaTeX thesis template for ShanghaiTech University
347,上海科技大学,ShanghaiTech University,4/0/2,[sslchi/SISTThesis](https://github.com/sslchi/SISTThesis), , ,3,1,2020-09-23,2019-09-10, ,LaTeX template for SIST of ShanghaiTech University
348,上海理工大学,Shanghai University of Technology,1/0/0,[FrankSFLYS/usstthesis](https://github.com/FrankSFLYS/usstthesis), , ,23,4,2022-03-07,2019-03-26,Apache-2.0,上海理工大学本科毕业设计（论文）LaTeX 模板
349,上海师范大学,Shanghai Normal University,2/0/0,[andy123t/shnubachelor](https://github.com/andy123t/shnubachelor), , ,3,0,2024-02-28,2023-03-15,MIT,上海师范大学本科毕业论文 LaTeX 模板
350,上海师范大学,Shanghai Normal University,2/0/0,[andy123t/shnuthesis](https://github.com/andy123t/shnuthesis), , ,13,5,2024-02-28,2020-05-31,MIT,上海师范大学研究生毕业论文 LaTeX 模板 LaTeX Thesis Template for SHNU
351,深圳大学,Shenzhen University,6/0/1,[Yulv-git/Master-Thesis-LaTeX-Template-of-SZU](https://github.com/Yulv-git/Master-Thesis-LaTeX-Template-of-SZU), , ,7,2,2022-08-08,2022-04-01,MIT,Master thesis LaTeX template of Shenzhen University. 深大硕士毕业论文LaTex模板。
352,深圳大学,Shenzhen University,6/0/1,[bearcatat/SZUThesis](https://github.com/bearcatat/SZUThesis), , ,5,0,2022-01-09,2021-12-06, ,深圳大学研究生毕业论文latex模板（不全，格式不对不负责哈哈哈哈
353,深圳大学,Shenzhen University,6/0/1,[clinyong/latex-szu](https://github.com/clinyong/latex-szu), ,🔒️,22,14,2018-11-13,2015-04-06, , 
354,深圳大学,Shenzhen University,6/0/1,[jonzhaocn/szu-thesis-master](https://github.com/jonzhaocn/szu-thesis-master), , ,81,14,2023-11-16,2021-01-03, ,深圳大学（深大）硕士学位论文latex模板
355,深圳大学,Shenzhen University,6/0/1,[liuchengxu/szuthesis](https://github.com/liuchengxu/szuthesis), , ,188,64,2020-12-17,2016-03-19, ,:pencil: SZU Undergraduate Thesis -- Recommender System
356,深圳大学,Shenzhen University,6/0/1,[yichengsu/szuthesis](https://github.com/yichengsu/szuthesis), , ,23,2,2021-02-23,2021-02-22, ,szuthesis 深圳大学学位论文 LaTeX 模板
357,深圳技术大学,Shenzhen University of Technology,1/0/0,[SZTU-ACM/SZTU-Thesis-Latex-Template](https://github.com/SZTU-ACM/SZTU-Thesis-Latex-Template), , ,10,4,2023-05-21,2021-03-14,GPL-3.0,深圳技术大学本科毕业论文Latex模板
358,首都师范大学,Capital Normal University,1/0/0,[huwan/cnuthesis](https://github.com/huwan/cnuthesis), , ,2,4,2021-02-09,2012-08-16, ,LaTeX Thesis Template for Capital Normal University 首都师范大学学位论文 LaTeX 模板
359,四川大学,Sichuan University,10/0/1,[MrGodfrey/SCU-Thesis-LaTeX-Template](https://github.com/MrGodfrey/SCU-Thesis-LaTeX-Template), , ,2,0,2023-05-06,2023-05-06,Apache-2.0,四川大学博士论文模板
360,四川大学,Sichuan University,10/0/1,[QWQ-intro/SCU-Thesis-latex](https://github.com/QWQ-intro/SCU-Thesis-latex), , ,0,1,2022-03-16,2022-03-23,MIT,四川大学毕业论文latex模板，修改自学院老师分享模板。
361,四川大学,Sichuan University,10/0/1,[bennyji/SCUthesis](https://github.com/bennyji/SCUthesis), , ,11,1,2020-04-04,2020-03-24, ,四川大学硕博学位论文LaTeX模板v1.0 beta版本 power by scuthesis of LegendaryLeo
362,四川大学,Sichuan University,10/0/1,[cuiao/SCU_ThesisDissertation_LaTeXTemplate](https://github.com/cuiao/SCU_ThesisDissertation_LaTeXTemplate), , ,85,47,2020-11-13,2016-05-30, ,四川大学学位论文LaTeX模版_Powered by pkuthss-1.2beta
363,四川大学,Sichuan University,10/0/1,[dahakawang/scu_thesis_template](https://github.com/dahakawang/scu_thesis_template), , ,35,5,2021-01-08,2013-02-19, ,四川大学本科毕业设计Latex模板
364,四川大学,Sichuan University,10/0/1,[fatestigma/scuthesis](https://github.com/fatestigma/scuthesis), , ,64,14,2020-04-26,2016-04-23,LPPL-1.3c,四川大学本科生毕业论文（设计）LaTeX 模板
365,四川大学,Sichuan University,10/0/1,[kevinleeex/scu_thesis_2020](https://github.com/kevinleeex/scu_thesis_2020), , ,146,29,2022-06-08,2020-02-17, ,四川大学研究生学位论文模板LaTex(复刻官方word模板)Here you go!
366,四川大学,Sichuan University,10/0/1,[kevinleeex/scu_thesis_template](https://github.com/kevinleeex/scu_thesis_template), , ,10,3,2022-03-23,2020-02-19,AGPL-3.0,四川大学2020研究生学业论文LaTex模版样式文件
367,四川大学,Sichuan University,10/0/1,[myfox1997/SCU_Thesis](https://github.com/myfox1997/SCU_Thesis), ,🔒️,3,1,2019-04-26,2019-04-18, ,四川大学论文模版
368,四川大学,Sichuan University,10/0/1,[wonderland-dsg/scuthesis](https://github.com/wonderland-dsg/scuthesis), , ,2,0,2020-03-07,2020-02-21, ,四川大学研究生学位论文LaTeX模板
369,四川师范大学,Sichuan Normal University,1/0/1,[yiyuezhuo/sicnu-thesis](https://github.com/yiyuezhuo/sicnu-thesis), ,🔒️,2,1,2018-04-25,2018-04-24, ,四川师范大学本科毕业论文LaTeX模板
370,苏州大学,Soochow University,7/0/1,[NatureGeorge/sudathesis-bachelor](https://github.com/NatureGeorge/sudathesis-bachelor), , ,1,0,2021-06-03,2021-05-09,MIT,Naive LaTex Template For Soochow University Thesis (Bachelor Degree)
371,苏州大学,Soochow University,7/0/1,[absop/LaTeX-Template](https://github.com/absop/LaTeX-Template), , ,9,2,2020-05-27,2020-05-13, ,苏州大学本科毕业论文LaTeX模板
372,苏州大学,Soochow University,7/0/1,[hinesboy/SUDA-Latex](https://github.com/hinesboy/SUDA-Latex), , ,34,8,2022-05-24,2022-01-06, ,苏州大学-硕士毕业大论文-Latex模版（附安装使用说明）
373,苏州大学,Soochow University,7/0/1,[huhamhire/sudathesis](https://github.com/huhamhire/sudathesis), ,🔒️,27,7,2014-06-25,2014-04-13,GPL-3.0,LaTeX template for bachelor's thesis in Soochow University
374,苏州大学,Soochow University,7/0/1,[rgwt123/sudathesis](https://github.com/rgwt123/sudathesis), , ,8,0,2021-03-28,2021-03-28, ,LaTeX Thesis Template for Soochow University
375,苏州大学,Soochow University,7/0/1,[shadowofgost/sudathesis-soochow-university-latex-template](https://github.com/shadowofgost/sudathesis-soochow-university-latex-template), , ,17,2,2024-02-27,2023-01-04,LPPL-1.3c,Naive LaTex Template For Soochow University Thesis 苏州大学Latex 模板，适用于本科生、硕士生和博士生毕业论文以及日常论文写作
376,苏州大学,Soochow University,7/0/1,[tianhaoo/Soochow-University-Thesis-Overleaf-LaTeX-Template](https://github.com/tianhaoo/Soochow-University-Thesis-Overleaf-LaTeX-Template), , ,80,9,2023-05-18,2022-03-25,MIT,苏州大学研究生毕业论文Latex模板 - Overleaf
377,天津大学,Tianjin University,16/0/2,[6gbluewind/Tjuthesis_phd_1.2-](https://github.com/6gbluewind/Tjuthesis_phd_1.2-), , ,15,3,2022-08-05,2019-02-21,GPL-3.0,This is a refinement edition of TJU Ph.D thesis template.
378,天津大学,Tianjin University,16/0/2,[ChrisVicky/TJU-Thesis-LaTeX-Template](https://github.com/ChrisVicky/TJU-Thesis-LaTeX-Template), , ,1,0,2023-03-05,2023-01-06,GPL-3.0,TJU LaTeX Template for Thesis. 天津大学论文 LaTeX 模板。支持 Arch Linux 系统。
379,天津大学,Tianjin University,16/0/2,[HeliosZhao/TJU-Thesis-2020](https://github.com/HeliosZhao/TJU-Thesis-2020), , ,26,10,2020-05-12,2020-04-01, ,天津大学本科生2020年毕业论文模板
380,天津大学,Tianjin University,16/0/2,[Rien190/TJU-Paper-template](https://github.com/Rien190/TJU-Paper-template), , ,2,0,2022-05-17,2021-06-14, ,天津大学论文模板
381,天津大学,Tianjin University,16/0/2,[a171232886/TJUThesis_master_2021](https://github.com/a171232886/TJUThesis_master_2021), , ,266,46,2022-08-26,2021-09-02, ,天大博士/硕士学位论文Latex模板，根据2021年版要求修改，可直接在Overleaf上运行。:star:所写的论文成功提交天津大学图书馆存档！（2021.12.24）
382,天津大学,Tianjin University,16/0/2,[haimingz/tjuthesis](https://github.com/haimingz/tjuthesis), , ,3,2,2023-06-13,2022-11-29, ,LaTeX template for Tianjin University Master's and Doctoral Theses. 天津大学硕博学位论文 LaTeX 模板。
383,天津大学,Tianjin University,16/0/2,[jiangqideng/tjuthesis_master_2016](https://github.com/jiangqideng/tjuthesis_master_2016), , ,46,19,2021-10-02,2016-11-09, ,LaTeX templates for TJU thesis. Forked from code.google.com/p/tjuthesis. （根据2016年天津大学硕士学位论文格式要求进行修改）
384,天津大学,Tianjin University,16/0/2,[jinyu121/tju-thesis-simple](https://github.com/jinyu121/tju-thesis-simple), , ,2,1,2021-05-29,2021-05-29, ,天津大学研究生毕业论文LaTeX模板（简易非官方版）
385,天津大学,Tianjin University,16/0/2,[latexstudio/tjuThesis](https://github.com/latexstudio/tjuThesis), ,🔒️,1,2,2016-01-11,2016-01-16, ,TJU Thesis LaTex Template
386,天津大学,Tianjin University,16/0/2,[lebronyxm/TJU-master-Latex](https://github.com/lebronyxm/TJU-master-Latex), ,🔒️,8,4,2017-08-09,2016-11-23, ,天津大学硕士论文Latex模板，这是我在余蓝涛等人的模板基础上，根据16年最新格式修改的。author：杨雪梦
387,天津大学,Tianjin University,16/0/2,[liangzhenduo/TJU-thesis-template](https://github.com/liangzhenduo/TJU-thesis-template), , ,36,13,2020-03-14,2017-06-22, ,天津大学本科生毕业论文LaTeX模版
388,天津大学,Tianjin University,16/0/2,[oak619/TJUthesis_xelatex-phd-2020](https://github.com/oak619/TJUthesis_xelatex-phd-2020), , ,4,0,2021-05-29,2020-04-14,GPL-3.0,天津大学机械工程学院博士学位论文模板
389,天津大学,Tianjin University,16/0/2,[pingyuer/TJUThesis](https://github.com/pingyuer/TJUThesis), , ,1,0,2022-03-21,2021-10-24, ,天津大学硕士论文模板
390,天津大学,Tianjin University,16/0/2,[serendipitaet/TJUthesis_xelatex-phd-2020](https://github.com/serendipitaet/TJUthesis_xelatex-phd-2020), , ,0,0,2020-07-05,2020-10-21,GPL-3.0,天津大学机械工程学院博士学位论文模板
391,天津大学,Tianjin University,16/0/2,[songxiaolin2009/tjuthesis_xelatex_template](https://github.com/songxiaolin2009/tjuthesis_xelatex_template), , ,22,3,2021-12-10,2021-07-01, ,Thesis Template in Tianjin University compiled with XeLaTeX
392,天津大学,Tianjin University,16/0/2,[twtstudio/TJUThesisLatexTemplate](https://github.com/twtstudio/TJUThesisLatexTemplate), , ,102,28,2023-04-30,2015-09-25,GPL-3.0,LaTeX templates for TJU graduate thesis. Originally forked from code.google.com/p/tjuthesis
393,同济大学,Tongji University,11/0/6,[C-zzZZ/TongjiThesis](https://github.com/C-zzZZ/TongjiThesis), ,🔒️,9,2,2018-11-25,2017-06-13, ,又一个同济大学研究生学位论文模板
394,同济大学,Tongji University,11/0/6,[CharlieZi/TJU-Post-Graduate-Latex-Template](https://github.com/CharlieZi/TJU-Post-Graduate-Latex-Template), ,🔒️,4,4,2015-03-19,2015-03-19, ,Tongji University Post-graduate Thesis xeLatex+xeCJK template
395,同济大学,Tongji University,11/0/6,[Ginufet/tongji-dissertation-master-template](https://github.com/Ginufet/tongji-dissertation-master-template), , ,8,1,2022-03-11,2022-02-24, ,同济大学硕士研究生学位论文模板
396,同济大学,Tongji University,11/0/6,[HarlanHW/TongjiThesis](https://github.com/HarlanHW/TongjiThesis), ,🔒️,11,0,2019-05-19,2019-05-06, ,同济大学本科毕业论文Latex模板
397,同济大学,Tongji University,11/0/6,[NotoOotori/tjuthesis](https://github.com/NotoOotori/tjuthesis), , ,13,4,2023-04-16,2020-07-21,LPPL-1.3c,LaTeX Thesis Template for Tongji University
398,同济大学,Tongji University,11/0/6,[SXKDZ/tongjithesis](https://github.com/SXKDZ/tongjithesis), , ,112,14,2020-07-12,2019-04-09,Apache-2.0,同济大学本科毕业设计LaTeX模板 LaTeX template for Tongji Undergaduate Thesis
399,同济大学,Tongji University,11/0/6,[TJ-CSCCG/tongji-undergrad-thesis](https://github.com/TJ-CSCCG/tongji-undergrad-thesis), , ,131,13,2023-11-19,2021-05-12,LPPL-1.3c,:page_facing_up: 同济大学本科生毕业设计论文模板 | Tongji University Undergraduate Thesis Template | Overleaf / Mac / Linux / Windows / Workshop / Docker
400,同济大学,Tongji University,11/0/6,[hang-qi/tongji-thesis](https://github.com/hang-qi/tongji-thesis), ,🔒️,9,0,2013-04-15,2012-04-05, ,LaTeX Template for undergraduate thesis of Tongji University
401,同济大学,Tongji University,11/0/6,[linxdcn/TongjiThesis](https://github.com/linxdcn/TongjiThesis), ,🔒️,17,7,2018-07-28,2017-10-26,MIT,"Latex, Tongji Thesis, 同济大学研究生论文模板"
402,同济大学,Tongji University,11/0/6,[marquistj13/TongjiThesis](https://github.com/marquistj13/TongjiThesis), , ,284,94,2020-11-02,2018-02-18, ,同济大学硕博士论文LaTeX模板
403,同济大学,Tongji University,11/0/6,[yumuzi/TONGJITHESIS](https://github.com/yumuzi/TONGJITHESIS), ,🔒️,56,22,2016-04-16,2016-04-16, ,同济大学毕业论文LATEX模板（包括本科、硕士、博士）
404,武汉大学,Wuhan University,15/1/4,[0xf4vul/whuBSthesis](https://github.com/0xf4vul/whuBSthesis), , ,0,0,2015-04-20,2020-03-23, ,武汉大学本科毕业论文 LaTeX 模版
405,武汉大学,Wuhan University,15/1/4,[Achhhe/WHUMaster-Latex-2021](https://github.com/Achhhe/WHUMaster-Latex-2021), , ,0,0,2022-03-26,2022-03-26, ,武汉大学研究生毕业论文latex模板
406,武汉大学,Wuhan University,15/1/4,[BenjaminHb/whu-thesis](https://github.com/BenjaminHb/whu-thesis), , ,10,1,2022-06-21,2022-05-17,MIT,:memo: 武汉大学毕业论文 LaTeX 模版 2022（为学术硕士进行了优化）
407,武汉大学,Wuhan University,15/1/4,[HarborYuan/whucs-thesis](https://github.com/HarborYuan/whucs-thesis), , ,2,0,2023-06-01,2023-06-01, ,武汉大学计算机学院毕业论文latex模版
408,武汉大学,Wuhan University,15/1/4,[YuanXinCherry/wust-thesis](https://github.com/YuanXinCherry/wust-thesis), , ,1,0,2021-12-12,2021-12-12,MIT,📝 武汉科技大学毕业论文 LaTeX 模版 2021
409,武汉大学,Wuhan University,15/1/4,[beanyoung/whu-master-thesis-template](https://github.com/beanyoung/whu-master-thesis-template),📦,🔒️,14,3,2012-06-19,2012-06-19, ,武汉大学硕士学位论文latex模版
410,武汉大学,Wuhan University,15/1/4,[csarron/bsThesisWHU](https://github.com/csarron/bsThesisWHU), ,🔒️,18,6,2015-05-16,2015-05-16,MIT,WHU BS Thesis Template
411,武汉大学,Wuhan University,15/1/4,[jwwangchn/WHU-Thesis-LaTeX](https://github.com/jwwangchn/WHU-Thesis-LaTeX), , ,9,4,2021-04-14,2017-05-13, ,武汉大学毕业论文模板。
412,武汉大学,Wuhan University,15/1/4,[lh9171338/WHU-Thesis](https://github.com/lh9171338/WHU-Thesis), , ,6,0,2020-04-05,2019-05-31,MIT,武汉大学本科生毕业论文 LaTeX 模板
413,武汉大学,Wuhan University,15/1/4,[liuyijiang1994/WHU-PhD-Latex](https://github.com/liuyijiang1994/WHU-PhD-Latex), , ,6,1,2024-02-17,2022-03-28, ,武汉大学武大博士生毕业论文latex模板
414,武汉大学,Wuhan University,15/1/4,[lvZic/latex](https://github.com/lvZic/latex), ,🔒️,2,0,2018-08-16,2018-02-11, ,武汉大学博士毕业论文(含标准参考文献格式) LaTeX 模版
415,武汉大学,Wuhan University,15/1/4,[paul-wu/whuthesis](https://github.com/paul-wu/whuthesis), ,🔒️,1,2,2014-12-30,2014-12-30, ,武汉大学本科毕业论文latex模板
416,武汉大学,Wuhan University,15/1/4,[prejudice666/whu-thesis-latex-template](https://github.com/prejudice666/whu-thesis-latex-template), , ,1,0,2023-05-25,2023-05-21, ,武汉大学2019级本科毕业论文Latex模板
417,武汉大学,Wuhan University,15/1/4,[whutug/whu-thesis](https://github.com/whutug/whu-thesis), , ,800,173,2024-02-13,2019-03-18,MIT,:memo: 武汉大学毕业论文 LaTeX 模版 2022
418,武汉大学,Wuhan University,15/1/4,[yaochenzhu/whu-rsie-master-thesis](https://github.com/yaochenzhu/whu-rsie-master-thesis), , ,16,1,2022-05-19,2022-04-26,MIT,武汉大学遥感信息工程学院硕士研究生毕业论文 LaTeX 模板
419,武汉理工大学,Wuhan University of Technology,4/0/1,[Jiayin-Gu/WUTthesis](https://github.com/Jiayin-Gu/WUTthesis), , ,28,11,2020-11-01,2020-02-27, ,武汉理工大学研究生学位论文LaTeX模板
420,武汉理工大学,Wuhan University of Technology,4/0/1,[huangyxi/WHUT-Bachelor](https://github.com/huangyxi/WHUT-Bachelor), , ,36,7,2023-03-24,2019-09-22, ,武汉理工大学本科生毕业设计（论文） LaTeX 模板 LaTeX Template for Bachelor's Degree Thesis at Wuhan University of Technology (WHUT)
421,武汉理工大学,Wuhan University of Technology,4/0/1,[mengyuqianxun/WHUT--LaTeX-bachelor-thesis](https://github.com/mengyuqianxun/WHUT--LaTeX-bachelor-thesis), , ,24,5,2020-07-16,2020-03-20, ,武汉理工大学本科生毕业设计（论文） LaTeX 模板
422,武汉理工大学,Wuhan University of Technology,4/0/1,[tsaoyu/WHUT-LaTeX-bachelor](https://github.com/tsaoyu/WHUT-LaTeX-bachelor), ,🔒️,60,25,2019-06-07,2014-02-06, ,This is a free LaTeX template for the undergraduate thesis at WHUT
423,西安电子科技大学,Xidian University,12/1/7,[103yiran/XDUthesis_xelatex](https://github.com/103yiran/XDUthesis_xelatex), ,🔒️,19,2,2017-06-13,2017-06-10,GPL-3.0,"XDUthesis_xelatex is an *unofficial* XeLaTeX template for preparing bachelor, master, or doctor thesis in Xidian University."
424,西安电子科技大学,Xidian University,12/1/7,[Faust-Wang/XDUthesis_xelatex-master-2019](https://github.com/Faust-Wang/XDUthesis_xelatex-master-2019), , ,35,5,2020-04-24,2019-08-10,GPL-3.0,Thesis LaTex Template for Postgraduates of XIDIAN UNIVERSITY
425,西安电子科技大学,Xidian University,12/1/7,[Linxius/XDUBachelorThesis](https://github.com/Linxius/XDUBachelorThesis), ,🔒️,12,2,2019-10-17,2019-04-05, ,西电 西安电子科技大学 本科 毕业设计 毕设 学士学位 论文 latex模板
426,西安电子科技大学,Xidian University,12/1/7,[OpenMandrivaAssociation/texlive-xduthesis](https://github.com/OpenMandrivaAssociation/texlive-xduthesis), , ,0,0,2023-10-04,2022-11-16, ,XeLaTeX template for writing Xidian University Thesis
427,西安电子科技大学,Xidian University,12/1/7,[Qinka/xdu-ug-thesis](https://github.com/Qinka/xdu-ug-thesis), ,🔒️,0,0,2017-08-24,2017-08-24,LGPL-3.0,Xidian University undergraduates' thesis template
428,西安电子科技大学,Xidian University,12/1/7,[StickCui/XDUthesis-personal](https://github.com/StickCui/XDUthesis-personal), , ,154,70,2022-05-23,2015-12-10, ,XDUthesis 西安电子科技大学学位论文模板 Xidian University thesis template
429,西安电子科技大学,Xidian University,12/1/7,[fredqi/xduthesis](https://github.com/fredqi/xduthesis), ,🔒️,156,36,2019-03-26,2013-07-27, ,XeLaTeX template for writing thesis aiming to apply degrees from Xidian University.
430,西安电子科技大学,Xidian University,12/1/7,[note286/xduts](https://github.com/note286/xduts), , ,588,63,2023-03-23,2022-04-03,LPPL-1.3c,Xidian University TeX Suite 西安电子科技大学LaTeX套装
431,西安电子科技大学,Xidian University,12/1/7,[oopsno/XDUThesis](https://github.com/oopsno/XDUThesis), ,🔒️,10,0,2016-06-07,2016-05-21, ,西安电子科技大学本科生毕业设计（论文）LaTeX模板
432,西安电子科技大学,Xidian University,12/1/7,[oopsno/yabasky](https://github.com/oopsno/yabasky), ,🔒️,0,0,2016-05-26,2016-03-25,LGPL-3.0,"Yet Another XDU BAchelor thesiS Kit, YaBAskY"
433,西安电子科技大学,Xidian University,12/1/7,[xdlinux/xdba-thesis](https://github.com/xdlinux/xdba-thesis),📦,🔒️,100,41,2017-04-07,2011-12-31,LGPL-3.0,西电本科毕业设计论文LaTeX模板宏包
434,西安电子科技大学,Xidian University,12/1/7,[ztcxdu/xdu_MS_thesis_template](https://github.com/ztcxdu/xdu_MS_thesis_template), , ,1,2,2020-12-22,2020-12-22,GPL-3.0,西电硕士论文模板
435,西安交通大学,Xi'an Jiaotong University,15/2/6,[1989Ryan/XJTU-Bachelor-Thesis-LaTeX-Template](https://github.com/1989Ryan/XJTU-Bachelor-Thesis-LaTeX-Template), , ,13,5,2022-06-11,2020-05-12,GPL-3.0,Thesis template without cover for B.S. candidates in XJTU.
436,西安交通大学,Xi'an Jiaotong University,15/2/6,[4712635/xjtu_thesis_template](https://github.com/4712635/xjtu_thesis_template), ,🔒️,1,1,2016-10-08,2016-08-05,GPL-3.0,A latex template for xjtu thesis writing.
437,西安交通大学,Xi'an Jiaotong University,15/2/6,[Aetf/xjtuthesis](https://github.com/Aetf/xjtuthesis), , ,182,47,2023-06-16,2015-05-31,LPPL-1.3c,使用 LaTeX 排版学位论文！适用于西安交通大学学生
438,西安交通大学,Xi'an Jiaotong University,15/2/6,[ChenjieGump/XJTU-BSThesis_latex_2022](https://github.com/ChenjieGump/XJTU-BSThesis_latex_2022), , ,7,0,2023-05-04,2022-05-17,MIT,西安交通大学2022届本科毕业论文latex模版
439,西安交通大学,Xi'an Jiaotong University,15/2/6,[DylanXie123/Thesis-Template-for-XJTU](https://github.com/DylanXie123/Thesis-Template-for-XJTU),📦, ,20,5,2020-11-02,2018-06-30,GPL-3.0, 
440,西安交通大学,Xi'an Jiaotong University,15/2/6,[Ming-Zhang-XJTU/XJTU-Thesis-Template](https://github.com/Ming-Zhang-XJTU/XJTU-Thesis-Template), ,🔒️,34,16,2017-10-05,2017-02-15, ,This is a LaTeX template for doctoral thesis of Xi`an Jiaotong University (XJTU). The platform is Windows + TexLive + XeLaTex.
441,西安交通大学,Xi'an Jiaotong University,15/2/6,[Radiance-nt/XJTU_BachelorThesis_DagRank](https://github.com/Radiance-nt/XJTU_BachelorThesis_DagRank), , ,1,0,2023-06-24,2023-06-23,GPL-3.0,"西安交通大学, xjtu, 计算机科学与技术, cs, 本科毕业设计模板, latex"
442,西安交通大学,Xi'an Jiaotong University,15/2/6,[Tedxz/xjtuthesis-x](https://github.com/Tedxz/xjtuthesis-x), ,🔒️,52,19,2019-05-19,2016-05-27, ,西安交通大学毕业论文LaTeX模板
443,西安交通大学,Xi'an Jiaotong University,15/2/6,[bys17778885154/xjtu_thesis](https://github.com/bys17778885154/xjtu_thesis), , ,0,0,2023-02-20,2023-02-20,LPPL-1.3c, 
444,西安交通大学,Xi'an Jiaotong University,15/2/6,[haoyun/xjtu-thesis-BSc](https://github.com/haoyun/xjtu-thesis-BSc),📦,🔒️,6,3,2014-03-29,2013-01-05,LPPL-1.3c,Template for Bachelor of Science Thesis in Xi'an Jiaotong University
445,西安交通大学,Xi'an Jiaotong University,15/2/6,[kohillyang/XJTUthesis-master-2020](https://github.com/kohillyang/XJTUthesis-master-2020), , ,17,2,2020-06-07,2020-06-04, ,西安交通大学学术型硕士学位论文latex模板，参照2018西安交通大学学术型硕士学位论文模板.docx定制而来
446,西安交通大学,Xi'an Jiaotong University,15/2/6,[leekunhwee/XJTU_Thesis_LaTeX_2021](https://github.com/leekunhwee/XJTU_Thesis_LaTeX_2021), , ,19,7,2021-09-29,2021-07-10, ,Master and PhD Thesis LaTeX Template of Xi'an Jiaotong University :page_facing_up:
447,西安交通大学,Xi'an Jiaotong University,15/2/6,[obster-y/XJTU-thesis](https://github.com/obster-y/XJTU-thesis), , ,184,44,2023-06-06,2021-06-01,LPPL-1.3c,西安交通大学学位论文模板（LaTeX）（适用硕士、博士学位）An official LaTeX template for Xi'an Jiaotong University degree thesis (Chinese and English)
448,西安交通大学,Xi'an Jiaotong University,15/2/6,[smartsrh/xjtubachelor](https://github.com/smartsrh/xjtubachelor), ,🔒️,1,0,2016-06-12,2016-05-04,MIT,A simple and fast template for XJTU bachelor thesis 2016
449,西安交通大学,Xi'an Jiaotong University,15/2/6,[zzjjzzgggg/xjtuthesis](https://github.com/zzjjzzgggg/xjtuthesis), ,🔒️,1,0,2016-09-18,2015-06-07, ,A latex template for doctural thesis of xjtu.
450,西安石油大学,Xi'an University of Petroleum,1/0/0,[h2y/xsyu-latex](https://github.com/h2y/xsyu-latex), , ,10,6,2021-06-30,2016-11-02, ,西安石油大学本科生毕业论文 LaTeX 模版
451,西北大学,Northwestern University,1/0/0,[Nat-Sci/NWU-dissertation-template](https://github.com/Nat-Sci/NWU-dissertation-template), , ,13,1,2022-01-06,2022-01-05, ,西北大学 学位论文 latex 模板
452,西北工业大学,Northwestern Polytechnical University,6/0/0,[NPUSCG/nputhesis](https://github.com/NPUSCG/nputhesis), , ,65,36,2021-05-10,2014-10-14, ,西北工业大学硕士/博士学位论文 LaTeX 模板
