序号,中文名,英文名,合计,GitHub仓库,已归档,已荒废,Star数,Fork数,最新推送,创建时间,许可证,说明
0,（美国）博伊西州立大学,Boise State University,1/0/0,[lorrainegaudio/BSU_Graduate_Thesis](https://github.com/lorrainegaudio/BSU_Graduate_Thesis), , ,0,0,2024-03-10,2023-09-10, ,This repository contains all writing documents used in the creation of my thesis for a Master of Arts in Anthropology at Boise State University. I will be using Microsoft Word.
