学校（机构）	学校（机构）英文	分类	语言	GitHub仓库	已归档	Star数	Fork数
西北工业大学	Northwestern Polytechnical University	presentation	latex	https://github.com/ruiguoz/NWPU-BEAMER	False	69	12
同济大学	Tongji University	thesis	latex	https://github.com/TJ-CSCCG/Tongji-Beamer	False	69	7
通用模板	Common Templates	paper	latex	https://github.com/wk910930/paper-template	False	68	29
通用模板	Common Templates	book	latex	https://github.com/Steve-Cheung-emct/upLaTeX-SZ.CLS	False	68	17
东南大学	Southeast University	thesis	ms-word	https://github.com/seuthesis-word/seuthesis-word.github.io	False	68	6
通用模板	Common Templates	paper	latex	https://github.com/yicheng-dev/Material-of-MCM-ICM	False	67	18
（美国）马萨诸塞大学	University of Massachusetts (UMass)	thesis	latex	https://github.com/umasscs/umassthesis	False	66	52
北京理工大学	Beijing Institute of Technology	thesis	latex	https://github.com/jiandahao/BIT-thesis-LaTex	False	66	20
台湾阳明交通大学	National Yang Ming Chiao Tung University (NYCU)	thesis	latex	https://github.com/chiehmin/nctu-thesis	False	66	18
吉林大学	Jilin University	thesis	latex	https://github.com/maxuewei2/JLUThesis2020	False	66	14
（俄罗斯）塞瓦斯托波尔国立技术大学	Sevastopol National Technical University	thesis	latex	https://github.com/Amet13/bachelor-diploma	True	65	15
香港中文大学	Chinese University of Hong Kong (CUHK)	thesis	latex	https://github.com/lixin4ever/CUHK-PHD-Thesis-Template	False	64	25
南开大学	Nankai University	thesis	latex	https://github.com/kongxiao0532/NKU_Bachelor_Thesis_Template	False	64	24
同济大学	Tongji University	thesis	latex	https://github.com/yanjyeli/TONGJITHESIS	False	64	23
香港理工大学	Hong Kong Polytechnic University (PolyU)	presentation	latex	https://github.com/quxiaofeng/PolyU_beamer_theme	False	64	20
（德国）IU国际应用科学大学	IU International University of Applied Sciences	thesis	latex	https://github.com/markushaug/iu-latex-template	False	64	14
郑州大学	Zhengzhou University	thesis	latex	https://github.com/tuxify/zzuthesis	False	63	25
西安交通大学	Xi'an Jiaotong University	thesis	latex	https://github.com/Tedxz/xjtuthesis-x	False	63	18
通用模板	Common Templates	presentation	latex	https://github.com/gshstexsociety/gshs-format	False	63	14
四川大学	Sichuan University	thesis	ms-word	https://github.com/SunnyHaze/scu-thesis-template	False	63	3
通用模板	Common Templates	thesis	latex	https://github.com/being24/latex-template-ja	False	62	66
（美国）麻省理工学院	Massachusetts Institute of Technology (MIT)	thesis	latex	https://github.com/kljensen/mit-phd-thesis	True	62	32
西南交通大学	Southwest Jiaotong University	thesis	latex	https://github.com/Sophie10001b/swjtuThesisV3.0	False	62	10
通用模板	Common Templates	thesis	typst	https://github.com/zagoli/simple-typst-thesis	False	62	4
杭州电子科技大学	Hangzhou University of Electronic Science and Technology	thesis	latex	https://github.com/myhsia/hduthesis	False	62	0
香港科技大学	Hong Kong University Of Science And Technology (HUST)	thesis	latex	https://github.com/fcyu/HKUST_PhD_MPhil_thesis_Latex	False	61	28
华北理工大学	North China University of Science and Technology	report	latex	https://github.com/muyuuuu/A-customized-MCM-LaTeX-template-based-on-ctexart	False	61	17
通用模板	Common Templates	presentation	latex	https://github.com/famuvie/beamerthemesimple	False	61	7
（美国）麻省理工学院	Massachusetts Institute of Technology (MIT)	report	latex	https://github.com/mit-eecs-gsa/mit-eecs-thesis-proposal-template	False	60	41
（印度）德里英德拉普拉斯塔信息技术研究所	Indraprastha Institute of Information Technology, Delhi (IIIT-Delhi)	resume	latex	https://github.com/Anindya-Prithvi/IIITD-ResumeLatexTemplate	False	60	29
上海大学	Shanghai University	thesis	latex	https://github.com/zeakey/shu-thesis	False	60	15
（智利）智利天主教大学	Pontifical Catholic University of Chile	thesis	latex	https://github.com/open-source-uc/latex-templates	False	60	11
北京航空航天大学	Beihang University (Beijing University of Aeronautics and Astronautics, BUAA)	thesis	latex	https://github.com/Kelmory/BUAA-Thesis-BWE	True	60	8
（美国）斯坦福大学	Stanford University	thesis	latex	https://github.com/dcroote/stanford-thesis-example	False	59	22
台湾阳明交通大学	National Yang Ming Chiao Tung University (NYCU)	thesis	latex	https://github.com/JingWangTW/NYCU-Thesis-Template	False	59	12
哈尔滨工业大学	Harbin Institute of Technology	thesis	latex	https://github.com/dustincys/PlutoThesis	False	58	28
北京理工大学	Beijing Institute of Technology	thesis	latex	https://github.com/qiuzhu/BITthesis	False	58	19
暨南大学	Jinan University	thesis	latex	https://github.com/Latiyas/JNUThesis	False	58	7
中山大学	Sun Yat-sen University	presentation	powerpoint	https://github.com/sysuexam/SYSU-PPT	False	58	2
（美国）威斯康星大学麦迪逊分校	University of Wisconsin-Madison	thesis	latex	https://github.com/willb/wi-thesis-template	False	57	39
通用模板	Common Templates	presentation	latex	https://github.com/fliptanedo/FlipBeamerTheme	False	57	26
通用模板	Common Templates	book	latex	https://github.com/mohuangrui/latexspine	False	57	13
吉林大学	Jilin University	thesis	latex	https://github.com/x86vk/JLU-CCST-Thesis	False	57	10
武汉理工大学	Wuhan University of Technology	thesis	latex	https://github.com/huangyxi/WHUT-Bachelor	False	57	9
西北工业大学	Northwestern Polytechnical University	thesis	latex	https://github.com/lihanshu/NWPU-Thesis-Template	False	57	8
中山大学	Sun Yat-sen University	thesis	typst	https://github.com/howardlau1999/sysu-thesis-typst	True	56	4
东南大学	Southeast University	thesis	latex	https://github.com/Teddy-van-Jerry/seuthesis2024b	False	56	4
北京航空航天大学	Beihang University (Beijing University of Aeronautics and Astronautics, BUAA)	report	latex	https://github.com/Htallone/JBUAA	False	55	21
北京科技大学	Beijing University of Science and Technology	thesis	latex	https://github.com/Jeff-Hugh/USTBThesis	False	55	14
湖南大学	Hunan University	thesis	latex	https://github.com/leaf-hsiao/HNUThesisTemplate	False	55	12
（挪威）特罗姆瑟大学- 挪威北极圈大学	UiT The Arctic University of Norway	thesis	latex	https://github.com/egraff/uit-thesis	False	54	51
（德国）斯图加特大学	University of Stuttgart	thesis	latex	https://github.com/latextemplates/uni-stuttgart-dissertation-template	False	54	22
武汉理工大学	Wuhan University of Technology	report	latex	https://github.com/huangyxi/whutmod	False	54	17
华南理工大学	South China University of Technology	thesis	latex	https://github.com/OChicken/SCUT-Bachelor-Thesis-Template	False	54	12
中山大学	Sun Yat-sen University	presentation	latex	https://github.com/yxnchen/sysu-beamer-template	False	54	10
台湾阳明交通大学	National Yang Ming Chiao Tung University (NYCU)	thesis	latex	https://github.com/Po-haoHuang/nctu-thesis	False	53	20
（英国）爱丁堡大学	University of Edinburgh	thesis	latex	https://github.com/james-d-h/quarto-phd-thesis	False	53	16
江南大学	Jiangnan University	thesis	latex	https://github.com/xen0n/JNUthesis	False	53	12
通用模板	Common Templates	thesis	typst	https://github.com/ut-khanlab/master_thesis_template_for_typst	False	53	6
北京交通大学	Beijing Jiaotong University	thesis	latex	https://github.com/paulzhn/bjtu-bachelor-thesis	False	53	6
（新加坡）南洋理工大学	Nanyang Technological University (NTU)	thesis	latex	https://github.com/doem97/NTU-EEE-MSc-Dissertation-Template	False	53	4
（德国）慕尼黑工业大学	Technical University of Munich	thesis	latex	https://github.com/waltsims/TUM_Thesis_Template_CSE	False	52	28
武汉理工大学	Wuhan University of Technology	thesis	latex	https://github.com/Jiayin-Gu/WUTthesis	False	52	14
天津大学	Tianjin University	thesis	latex	https://github.com/liangzhenduo/TJU-thesis-template	False	52	14
（波兰）华沙工业大学	Warsaw University of Technology	thesis	latex	https://github.com/SP5LMA/EE-dyplom	False	52	13
香港科技大学	Hong Kong University Of Science And Technology (HUST)	thesis	latex	https://github.com/onlytailei/HKUST_latex_thesis_2019	False	51	16
武汉大学	Wuhan University	presentation	latex	https://github.com/hamsterwk/whucs-beamer	False	51	11
北京邮电大学	Beijing University of Posts and Telecommunications	thesis	latex	https://github.com/houluy/bupTemplate	False	51	10
苏州大学	Soochow University	thesis	latex	https://github.com/shadowofgost/sudathesis-soochow-university-latex-template	False	51	5
重庆邮电大学	Chongqing University of Posts and Telecommunications	thesis	latex	https://github.com/coding-tan/CQUPTtex	False	51	5
西安电子科技大学	Xidian University	report	latex	https://github.com/note286/xduugtp	False	51	1
（美国）明尼苏达大学	University of Minnesota	thesis	markdown	https://github.com/agude/UMN-PhD-Thesis-Template	False	50	43
大连理工大学	Dalian University of Technology	presentation	latex	https://github.com/fuujiro/DLUT-Beamer-Slide-V1	False	50	19
上海海事大学	Shanghai Maritime University	thesis	latex	https://github.com/hellckt/SHMTUThesis	False	50	15
哈尔滨工业大学	Harbin Institute of Technology	thesis	typst	https://github.com/hitszosa/universal-hit-thesis	False	50	9
北京师范大学	Beijing Normal University	thesis	latex	https://github.com/jinyiliu/bnu-thesis-template	True	50	9
（美国）科罗拉多州立大学	Colorado State University	thesis	latex	https://github.com/idfah/csuthesis	False	49	40
通用模板	Common Templates	paper	latex	https://github.com/AASJournals/AASTeX60	False	49	27
台湾清华大学	National Tsing Hua University (NTHU)	thesis	latex	https://github.com/HW-Lee/nthu-thesis-template	False	49	27
南京大学	Nanjing University	thesis	latex	https://github.com/ZLCao/NJUBachelor	False	49	21
西南财经大学	Southwestern University of Finance and Economics	thesis	latex	https://github.com/sierxue/ThesisSWUFE	False	49	11
（捷克）马萨里克大学	Masaryk University	presentation	latex	https://github.com/Witiko/fibeamer	True	49	10
通用模板	Common Templates	presentation	latex	https://github.com/sybila/presentation-template	False	49	6
南昌大学	Nanchang University	thesis	latex	https://github.com/Jin-bao/NCU-thesis	False	49	3
浙江工业大学	Zhejiang University of Technology	thesis	latex	https://github.com/zjutjh/zjutthesis	False	48	30
（英国）剑桥大学	University of Cambridge	thesis	lyx	https://github.com/kks32/PhDThesisLyX	False	48	30
（瑞典）查尔姆斯理工大学	Chalmers University of Technology	presentation	latex	https://github.com/Micket/chalmers	False	48	23
天津大学	Tianjin University	thesis	latex	https://github.com/jiangqideng/tjuthesis_master_2016	False	48	19
通用模板	Common Templates	presentation	latex	https://github.com/makokal/beamer-themes	False	48	17
澳门科技大学	Macau University of Science and Technology (MUST)	thesis	latex	https://github.com/iihciyekub/MUST-Thesis	False	48	15
通用模板	Common Templates	report	latex	https://github.com/Korogodin/NSLReport	False	48	9
北京化工大学	Beijing University of Chemical Technology	thesis	latex	https://github.com/the-ccsn/BUCTthesis	False	48	5
河海大学	Hohai University	thesis	latex	https://github.com/davyxx3/hhu-thesis-bachelor	False	48	1
通用模板	Common Templates	presentation	latex	https://github.com/ppletscher/beamerthemezurich	False	47	18
暨南大学	Jinan University	thesis	latex	https://github.com/ytZhou/JNUMasterThesis	False	47	15
通用模板	Common Templates	report	latex	https://github.com/AravindVasudev/Statement-of-Purpose	False	47	12
中国海洋大学	Ocean University of China	thesis	latex	https://github.com/OSOUC/UndergraduateThesisLaTeXTemplate	False	47	9
四川大学	Sichuan University	presentation	powerpoint	https://github.com/NING0121/SCU_PPT_template	False	47	6
电子科技大学	University of Electronic Science and Technology of China	report	latex	https://github.com/zshufan/UESTC_Lab_Report_LaTeX_Template	False	47	6
通用模板	Common Templates	paper	latex	https://github.com/monetjoe/latex_paper_templates	False	46	119
台湾台北科技大学	National Taipei University of Technology (NTUT)	thesis	latex	https://github.com/c1ydehhx/NTUT-Thesis-Template	False	46	19
清华大学	Tsinghua University	resume	latex	https://github.com/K-Wu/CV-tsinghua-template	False	46	12
通用模板	Common Templates	book	latex	https://github.com/qyxf/qyxf-book	False	46	8
通用模板	Common Templates	thesis	latex	https://github.com/Pinzauti/LaTeX-thesis-template	False	46	6
通用模板	Common Templates	book	latex	https://github.com/maximelucas/AMCOS_booklet	False	45	32
（澳大利亚）悉尼大学	University of Sydney	presentation	latex	https://github.com/malramsay64/usyd-beamer-theme	False	45	22
华东师范大学	East China Normal University	thesis	latex	https://github.com/DeepTrial/ECNU-Dissertations-Latex-Template	False	45	15
东北大学	Northeastern University	thesis	latex	https://github.com/NEUAI/neuthesis-enhanced	False	45	12
中国科学院自动化研究所	Institute of Automation, Chinese Academy of Sciences	thesis	latex	https://github.com/phoenix1917/CASIA-Thesis	False	45	12
通用模板	Common Templates	presentation	latex	https://github.com/kartikprabhu/Kalgan-Mule-template	False	45	10
通用模板	Common Templates	presentation	latex	https://github.com/klb2/beamer-presentation-template	False	45	8
上海工程技术大学	Shanghai University of Engineering and Technology	thesis	latex	https://github.com/MobtgZhang/sues-thesis	False	45	8
通用模板	Common Templates	thesis	latex	https://github.com/danielvartan/abnt	False	45	3
上海大学	Shanghai University	thesis	latex	https://github.com/ahhylau/shuthesis	False	44	17
西安电子科技大学	Xidian University	presentation	latex	https://github.com/StickCui/XDUstyle-Beamer-Theme	False	44	15
深圳技术大学	Shenzhen University of Technology	thesis	latex	https://github.com/SZTU-ACM/SZTU-Thesis-Latex-Template	False	44	11
（波兰）西里西亚理工大学	Silesian University of Technology	thesis	latex	https://github.com/ksiminski/polsl-aei-theses	False	44	6
北京航空航天大学	Beihang University (Beijing University of Aeronautics and Astronautics, BUAA)	thesis	latex	https://github.com/yzd-v/BUAA_thesis_overleaf	False	44	5
（意大利）米兰理工大学	Polytechnic University of Milan	presentation	latex	https://github.com/pcafrica/beamerthemepolimi	False	44	4
重庆大学	Chongqing University	thesis	markdown	https://github.com/ilcpm/cqu-thesis-markdown	False	44	3
东北大学	Northeastern University	thesis	latex	https://github.com/mervin0502/neuthesis	False	43	20
南开大学	Nankai University	presentation	latex	https://github.com/zshicode/LaTeX-Beamer-Nankai	False	43	17
西交利物浦大学	Xi'an Jiaotong-Liverpool University	thesis	latex	https://github.com/feimax/latex_template_for_xjtlu_eee	False	43	17
中国海洋大学	Ocean University of China	thesis	latex	https://github.com/ouc-ocean-group/oucthesis	True	43	12
（意大利）米兰理工大学	Polytechnic University of Milan	thesis	latex	https://github.com/gcedo/master-thesis	False	43	9
兰州大学	Lanzhou University	presentation	latex	https://github.com/yuhldr/SimpleBeamerLZU	False	43	8
湖南大学	Hunan University	thesis	latex	https://github.com/XayahSuSuSu/Latex-HNUThesisTemplate	False	43	7
东南大学	Southeast University	thesis	typst	https://github.com/csimide/SEU-Typst-Template	False	43	6
西安交通大学	Xi'an Jiaotong University	thesis	ms-word	https://github.com/obster-y/XJTU-thesis-Office	False	43	2
（瑞士）苏黎世应用科技大学	Zurich University of Applied Sciences (ZHAW)	thesis	latex	https://github.com/matteodelucchi/ZHAW_thesis-template	False	42	84
（德国）达姆施塔特工业大学	Industrial University of Darmstadt	thesis	latex	https://github.com/zemirco/tu-darmstadt-latex-thesis	False	42	17
台湾清华大学	National Tsing Hua University (NTHU)	thesis	latex	https://github.com/signxer/nthu-thesis-template-mod	False	42	16
（日本）庆应义塾大学	Keio University	thesis	latex	https://github.com/ymrl/thesis-template	False	42	16
通用模板	Common Templates	thesis	latex	https://github.com/PKief/latex-thesis-template	False	42	10
西交利物浦大学	Xi'an Jiaotong-Liverpool University	presentation	latex	https://github.com/yaoshanliang/XJTLU-Beamer-Template	False	42	10
中国科学技术大学	University of Science and Technology of China	thesis	lyx	https://github.com/ustctug/ustclyx	False	42	8
上海交通大学	Shanghai Jiaotong University	thesis	latex	https://github.com/zhangzhanluo/SJTU-thesis-template	False	42	4
（美国）哈佛大学	Harvard University	thesis	latex	https://github.com/kolesarm/harvard-gsas-thesis	False	41	20
通用模板	Common Templates	presentation	latex	https://github.com/klingtnet/beamer-template	False	41	16
（奥地利）约翰内斯·开普勒大学	Johannes Kepler University Linz (JKU)	thesis	latex	https://github.com/michaelroland/jku-templates-report-latex	False	41	15
苏州大学	Soochow University	thesis	latex	https://github.com/hinesboy/SUDA-Latex	False	41	11
西南交通大学	Southwest Jiaotong University	thesis	latex	https://github.com/swjtutug/swjtuthesis	False	41	9
哈尔滨工程大学	Harbin Engineering University	thesis	latex	https://github.com/Benyjuice/hrbeuthesis	False	41	9
上海交通大学	Shanghai Jiaotong University	thesis	markdown	https://github.com/dyweb/SJTUThesis-Markdown	False	41	6
武汉理工大学	Wuhan University of Technology	thesis	latex	https://github.com/mengyuqianxun/WHUT--LaTeX-bachelor-thesis	False	41	5
（希腊）雅典大学	National and Kapodistrian University of Athens (NKUA)	thesis	latex	https://github.com/errikos/dithesis	False	41	4
（美国）纽约大学	New York University	presentation	latex	https://github.com/js8544/nyu-latex-templates	False	40	18
（加拿大）阿尔伯塔大学	University of Alberta	thesis	latex	https://github.com/draldric/uAlberta-Thesis-LaTeX-Template	False	40	10
（韩国）首尔大学	Seoul National University (SNU)	thesis	latex	https://github.com/Zeta611/snu-ece-bsc-thesis	False	40	9
四川大学	Sichuan University	thesis	latex	https://github.com/dahakawang/scu_thesis_template	False	40	8
北京工业大学	Beijing University of Technology	thesis	latex	https://github.com/bjut-swift/BJUTLATEX	False	40	6
中山大学	Sun Yat-sen University	report	latex	https://github.com/NorthSecond/SYSU_Latex_Template	False	40	3
北京师范大学	Beijing Normal University	thesis	latex	https://github.com/xysmlx/BNUBachelorThesis	False	39	20
西南交通大学	Southwest Jiaotong University	thesis	latex	https://github.com/Studio513/swjtuThesis	False	39	18
香港中文大学	Chinese University of Hong Kong (CUHK)	presentation	latex	https://github.com/yuehaowang/CUHK-Beamer-Template	False	39	16
（美国）密歇根州立大学	Michigan State University	thesis	latex	https://github.com/amunn/msu-thesis	False	39	15
中国矿业大学	China University of Mining and Technology	thesis	latex	https://github.com/OpenCUMT/thesis-latex	False	39	8
同济大学	Tongji University	presentation	typst	https://github.com/TJ-CSCCG/tongji-undergrad-thesis-typst	False	39	7
桂林电子科技大学	Guilin University of Electronic Science and Technology	thesis	latex	https://github.com/wrm244/GUEThesis	False	39	5
云南大学	Yunnan University	thesis	latex	https://github.com/Astro-Lee/YNU-thesis-bachelor	False	39	3
上海交通大学	Shanghai Jiaotong University	thesis	latex	https://github.com/ZepengW/Latex-PG-SJTU	False	39	0
（美国）约翰斯·霍普金斯大学	Johns Hopkins University	thesis	latex	https://github.com/weitzner/jhu-thesis-template	False	38	87
通用模板	Common Templates	thesis	latex	https://github.com/cr0wg4n/plantilla-latex-tesis-proyecto-de-grado	False	38	12
兰州大学	Lanzhou University	thesis	latex	https://github.com/mosesnow/LZUthesis	False	38	10
华东师范大学	East China Normal University	thesis	latex	https://github.com/c834606877/ECNU-Paper-Template	False	38	8
武汉大学	Wuhan University	thesis	latex	https://github.com/AaronComo/WHU-Bachelor-Thesis-Template	False	38	6
通用模板	Common Templates	thesis	typst	https://github.com/SergeyGorchakov/russian-phd-thesis-template-typst	False	38	6
华中科技大学	Huazhong University of Science	presentation	latex	https://github.com/MatNoble/HUSTMatNobleBeamer	False	38	5
上海理工大学	Shanghai University of Technology	thesis	latex	https://github.com/FrankSFLYS/usstthesis	False	38	4
通用模板	Common Templates	presentation	latex	https://github.com/jtriley/mit-beamer	False	37	15
（德国）柏林工业大学	Technical University of Berlin	thesis	latex	https://github.com/holgern/TUB_PhDThesisTemplate	False	37	14
（奥地利）约翰内斯·开普勒大学	Johannes Kepler University Linz (JKU)	presentation	latex	https://github.com/michaelroland/jku-templates-presentation-latex	False	37	12
华中科技大学	Huazhong University of Science	thesis	markdown	https://github.com/pyrocat101/hust-thesis-pandoc	False	37	12
通用模板	Common Templates	paper	latex	https://github.com/dpmj/alcazar	False	37	7
西安电子科技大学	Xidian University	thesis	latex	https://github.com/Faust-Wang/XDUthesis_xelatex-master-2019	False	37	5
（比利时）蒙斯大学	University of Mons	thesis	typst	https://github.com/drupol/master-thesis	False	37	1
复旦大学	Fudan University	thesis	latex	https://github.com/FHDWPB/latex-thesis-template	False	36	27
（日本）北陆先端科学技术大学院大学	Japan Advanced Institute of Science and Technology (JAIST)	thesis	latex	https://github.com/linwest/JAISTthesisLaTeX	False	36	24
西安交通大学	Xi'an Jiaotong University	thesis	latex	https://github.com/Ming-Zhang-XJTU/XJTU-Thesis-Template	False	36	16
通用模板	Common Templates	book	latex	https://github.com/langsci/langscibook	False	36	14
台湾中正大学	National Chung Cheng University (CCU)	thesis	latex	https://github.com/anlit75/CCU-Thesis-LaTeX-Template	False	36	10
浙江传媒学院	Communication University of Zhejiang	thesis	latex	https://github.com/xiehao/cuzthesis	False	36	9
北京工业大学	Beijing University of Technology	thesis	latex	https://github.com/xiaoyaoE/bjutThesis	False	36	9
北京航空航天大学	Beihang University (Beijing University of Aeronautics and Astronautics, BUAA)	presentation	latex	https://github.com/Thysrael/GreenParkBeamerTheme	False	36	4
北京大学	Peking University	thesis	latex	https://github.com/doubleZ0108/pkuthss-mac	False	36	4
中山大学	Sun Yat-sen University	thesis	latex	https://github.com/irenier/sysuthesis	False	36	3
通用模板	Common Templates	report	latex	https://github.com/MBerkayHamurcu/VSCTeX	False	36	3
（英国）剑桥大学	University of Cambridge	presentation	latex	https://github.com/rjw57/cambridge-beamer	True	35	36
台湾科技大学	National Taiwan University of Science and Technology (NTUST)	thesis	latex	https://github.com/hadziq/ntust-thesis	False	35	14
浙江大学	Zhejiang University	thesis	latex	https://github.com/DelightRun/ZJUThesis-MPhil	False	35	12
中国人民大学	Renmin University of China	presentation	latex	https://github.com/GohUnTsuan/RUC-Beamer-Theme	False	35	8
中山大学	Sun Yat-sen University	thesis	latex	https://github.com/guanyingc/SYSU-LaTex-Thesis	False	35	6
杭州电子科技大学	Hangzhou University of Electronic Science and Technology	thesis	latex	https://github.com/LeoAlex0/LaTeX-HDU-Bachelor-Thesis	False	35	3
西安电子科技大学	Xidian University	thesis	latex	https://github.com/Ronchy2000/Xidian-LaTeX-Template-for-macOS	False	35	1
南开大学	Nankai University	thesis	latex	https://github.com/alumik/nkthesis	False	35	0
南京大学	Nanjing University	thesis	latex	https://github.com/anyirao/NJUThesis2018	False	34	43
天津大学	Tianjin University	thesis	latex	https://github.com/haimingz/tjuthesis	False	34	9
长安大学	Chang'an University	thesis	latex	https://github.com/xiaoleeza/chdthesis	False	34	9
浙江大学	Zhejiang University	report	latex	https://github.com/longqianh/ZJU-experiment-report-template	False	34	6
（伊朗）哈杰·纳西尔丁·图西理工大学	Khajeh Nasir Toosi University of Technology	thesis	latex	https://github.com/msinamsina/kntu-thesis	False	34	5
北京大学	Peking University	thesis	latex	https://github.com/Thesharing/pkuthss	False	33	14
（英国）牛津大学	University of Oxford	thesis	lyx	https://github.com/telegraphic/Oxford-LyX-Thesis-Template	True	33	14
（瑞士）西部应用科学与艺术大学	University of Applied Sciences and Arts of Western Switzerland	thesis	latex	https://github.com/mdemierre/hesso-latextemplate-thesis	False	33	9
（意大利）那不勒斯腓特烈二世大学	University of Naples Federico II	presentation	latex	https://github.com/luistar/unina-beamer	False	33	6
华中师范大学	Central China Normal University	thesis	latex	https://github.com/xkwxdyy/CCNUthesis	False	33	5
通用模板	Common Templates	report	latex	https://github.com/Chen-Jialin/Assignment-Template	False	33	5
中国科学技术大学	University of Science and Technology of China	thesis	latex	https://github.com/acgotaku/USTC-SSE-THESIS	False	33	4
中国传媒大学	Communication University of China	thesis	latex	https://github.com/YunYouJun/cucthesis	False	33	3
武汉大学	Wuhan University	thesis	latex	https://github.com/yaochenzhu/whu-rsie-master-thesis	False	33	2
深圳大学	Shenzhen University	thesis	latex	https://github.com/yichengsu/szuthesis	False	33	2
通用模板	Common Templates	paper	latex	https://github.com/conference-websites/acmart-sigproc-template	False	32	36
（德国）巴登-符腾堡州合作州立大学	Baden-Württemberg Cooperative State University	thesis	latex	https://github.com/StefanFW/dhbw-heidenheim-latex-template	False	32	17
苏州大学	Soochow University	thesis	latex	https://github.com/huhamhire/sudathesis	False	32	7
南京信息工程大学	Nanjing University of Information Engineering	thesis	latex	https://github.com/hy5468/NUIST-LaTeX	False	32	2
中国农业大学	China Agricultural University	thesis	latex	https://github.com/Cdmium/CAUTemplate	False	31	13
北京航空航天大学	Beihang University (Beijing University of Aeronautics and Astronautics, BUAA)	presentation	latex	https://github.com/teancake/latex-beamer-beihang	False	31	10
上海师范大学	Shanghai Normal University	thesis	latex	https://github.com/andy123t/shnuthesis	False	31	8
通用模板	Common Templates	book	latex	https://github.com/andy123t/zhbook	False	31	7
华北电力大学	North China Electric Power University	thesis	latex	https://github.com/obster-y/NCEPU-thesis	False	31	7
北京林业大学	Beijing Forestry University	thesis	latex	https://github.com/DeeDive/BJFUThesis	False	31	6
西南交通大学	Southwest Jiaotong University	thesis	latex	https://github.com/Pungjay/swjtuThesis	False	31	5
通用模板	Common Templates	presentation	latex	https://github.com/sdesch/minimalist-beamer-latex	False	31	5
中南财经政法大学	Zhongnan University of Economics and Law	thesis	latex	https://github.com/ToryDeng/ZUEL-Thesis	False	31	4
湖南大学	Hunan University	thesis	latex	https://github.com/ljmdzyx1985/HNUthesis_master	False	31	4
通用模板	Common Templates	thesis	latex	https://github.com/viafanasyev/bachelor-thesis-template	False	31	3
东南大学	Southeast University	presentation	latex	https://github.com/eshoyuan/SEU_Beamer_Template_Latex	False	31	3
通用模板	Common Templates	thesis	typst	https://github.com/ctypst/elegant-paper-typst	False	31	2
东南大学	Southeast University	report	latex	https://github.com/Teddy-van-Jerry/SEU-ML-Assign_LaTeX_Template	False	31	2
中山大学	Sun Yat-sen University	thesis	latex	https://github.com/1FCENdoge/sysuthesis	False	31	1
中山大学	Sun Yat-sen University	thesis	typst	https://github.com/sysu/better-thesis	False	31	1
（美国）乔治·华盛顿大学	George Washington University (GWU)	thesis	latex	https://github.com/skulumani/thesis-gwu	False	30	17
（瑞士）巴塞尔大学	University of Basel	presentation	latex	https://github.com/ivangiangreco/basilea-beamer	False	30	15
香港理工大学	Hong Kong Polytechnic University (PolyU)	thesis	latex	https://github.com/quxiaofeng/PolyU_thesis_template	False	30	14
中国科学院大学	University of Chinese Academy of Sciences	thesis	latex	https://github.com/wuzhouhui/ucas_ict_thesis	False	30	11
浙江传媒学院	Communication University of Zhejiang	presentation	latex	https://github.com/xiehao/cuzbeamer	False	30	8
西南石油大学	Southwest Petroleum University	thesis	latex	https://github.com/jinggqu/swputhesis	False	30	6
上海对外经贸大学	Shanghai University of Foreign Trade and Economic Cooperation	thesis	latex	https://github.com/Yangruipis/SUIBEthesis	False	30	5
南京理工大学	Nanjing University of Science and Technology	thesis	latex	https://github.com/pasteller/njusttt	False	30	4
（智利）智利大学	University of Chile	report	typst	https://github.com/bkorecic/enunciado-facil-fcfm	False	30	2
吉林大学	Jilin University	thesis	latex	https://github.com/jlshen025/JLUThesis	False	30	2
厦门大学	Xiamen University	thesis	latex	https://github.com/kirainmoe/xmu-thesis-latex-template	False	30	2
（美国）南加州大学	University of Southern California	thesis	latex	https://github.com/cardi/USCthesis	False	29	29
（美国）印第安纳大学	Indiana University	thesis	latex	https://github.com/liang-chen/IU-PhD-Thesis-Template	False	29	28
北京大学	Peking University	thesis	latex	https://github.com/qu-tan-um/PKU_EECS_UGR_THSS	False	29	24
（挪威）卑尔根大学	University of Bergen	presentation	latex	https://github.com/martinhelso/UiB	False	29	23
北京大学	Peking University	presentation	latex	https://github.com/huxuan/pkuthss-slide	True	29	15
（法国）国立应用科学学院	National Institute for Applied Sciences	report	typst	https://github.com/SkytAsul/INSA-Typst-Template	False	29	11
中国科学院大学	University of Chinese Academy of Sciences	thesis	latex	https://github.com/LeoJhonSong/UCAS-Dissertation	False	29	9
（新加坡）新加坡国立大学	National University of Singapore (NUS)	thesis	latex	https://github.com/saurabhg17/SPhdThesis	False	29	7
通用模板	Common Templates	thesis	latex	https://github.com/pddg/latex-template-ja	False	29	6
（德国）慕尼黑工业大学	Technical University of Munich	thesis	typst	https://github.com/lkndl/typst-bioinfo-thesis	False	29	0
重庆邮电大学	Chongqing University of Posts and Telecommunications	thesis	latex	https://github.com/lusccc/cqupt-thesis	False	29	0
中国科学院大学	University of Chinese Academy of Sciences	thesis	latex	https://github.com/iphyer/UCASThesisTemplete	False	28	12
上海财经大学	Shanghai University of Finance and Economics	thesis	latex	https://github.com/sijichun/sufethesis	False	28	10
