学校（机构）	学校（机构）英文	分类	语言	GitHub仓库	已归档	Star数	Fork数
通用模板	Common Templates	paper	typst	https://github.com/JoshuaLampert/clean-math-paper	False	15	2
（法国）斯特拉斯堡大学	University of Strasbourg	presentation	typst	https://github.com/spidersouris/touying-unistra-pristine	False	15	2
东华大学	Donghua University	thesis	latex	https://github.com/3000ye/dhuBachelor	False	15	1
南开大学	Nankai University	presentation	latex	https://github.com/Hughshine/nku-beamer	False	15	1
浙江大学	Zhejiang University	presentation	latex	https://github.com/pan2013e/ZJU-beamer-template	False	15	0
北京邮电大学	Beijing University of Posts and Telecommunications	thesis	latex	https://github.com/baggiorio18/BUPTGraduateThesis	False	15	0
（印度）印度理工学院海得拉巴分校	Indian Institute of Technology Hyderabad	thesis	latex	https://github.com/utpalbora/IITHThesis	False	14	12
通用模板	Common Templates	thesis	typst	https://github.com/fuchs-fabian/typst-template-aio-studi-and-thesis	False	14	11
厦门大学	Xiamen University	thesis	latex	https://github.com/xiamenwcy/LaTeXFileforXMUThesis	False	14	11
台湾大学	National Taiwan University (NTU)	thesis	markdown	https://github.com/liao961120/ntuthesis	False	14	10
（美国）斯坦福大学	Stanford University	thesis	latex	https://github.com/twhughes/PhD_Thesis	False	14	10
（美国）北卡罗来纳大学夏洛特分校	University of North Carolina at Charlotte	thesis	latex	https://github.com/cci-grads/uncc-thesis-latex	False	14	10
浙江大学	Zhejiang University	thesis	latex	https://github.com/5kg/zju-bachelor-thesis	False	14	8
通用模板	Common Templates	thesis	latex	https://github.com/academic-templates/tex-master-thesis-template	False	14	7
（德国）汉堡大学	University of Hamburg	presentation	latex	https://github.com/satta/zbh-beamer-theme	False	14	7
（波兰）弗罗茨瓦夫理工大学	Wrocław University of Science and Technology	thesis	latex	https://github.com/rkubosz/dyplompwr	False	14	4
通用模板	Common Templates	thesis	latex	https://github.com/fmilthaler/Thesis-LaTeX-Template	False	14	4
南昌航空大学	Nanchang Aviation University	thesis	latex	https://github.com/NCHUSC/NCHU_Bachelor_Thesis_Template	False	14	3
杭州电子科技大学	Hangzhou University of Electronic Science and Technology	thesis	latex	https://github.com/cughmy/hduthesis	False	14	3
武汉大学	Wuhan University	thesis	latex	https://github.com/beanyoung/whu-master-thesis-template	True	14	3
郑州大学	Zhengzhou University	thesis	latex	https://github.com/fylimas/zzuthesis	False	14	2
厦门大学	Xiamen University	presentation	latex	https://github.com/iceduu/xmu-beamer	False	14	2
华南理工大学	South China University of Technology	thesis	latex	https://github.com/sherrycattt/ScutThesis	False	14	2
（葡萄牙） 里斯本高等理工学院	Instituto Superior Técnico	thesis	latex	https://github.com/ekspek/ist-thesis	False	14	2
哈尔滨工业大学	Harbin Institute of Technology	presentation	markdown	https://github.com/syw-robotics/sustech-academic-marp-theme	False	14	1
西北工业大学	Northwestern Polytechnical University	thesis	latex	https://github.com/zyk1999/LaTeX-Template-For-NPU-Thesis-CTex	False	14	1
江苏大学	Jiangsu University	thesis	latex	https://github.com/TYZQ/ujsthesis	False	14	1
北京航空航天大学	Beihang University (Beijing University of Aeronautics and Astronautics, BUAA)	thesis	latex	https://github.com/ZhuGongpu/BUAA-Graduate-Dissertation-Template	False	14	1
合肥工业大学	HeFei University of Technology	thesis	latex	https://github.com/shinyypig/HFUT-Thesis	False	14	0
台湾高雄科技大学	National Kaohsiung First University of Science and Technology (NKFUST)	thesis	latex	https://github.com/yuhao-kuo/NKUST-thesis-template	False	13	17
西北农林科技大学	Northwest A&F University	thesis	latex	https://github.com/latexstudio/nwafuthesis	False	13	16
（美国）威斯康星大学麦迪逊分校	University of Wisconsin-Madison	presentation	latex	https://github.com/travitch/uw-beamer-template	False	13	14
通用模板	Common Templates	thesis	latex	https://github.com/jankapunkt/master-thesis	False	13	10
上海交通大学	Shanghai Jiaotong University	thesis	latex	https://github.com/dyweb/SJTUThesis	True	13	9
（德国）波恩-莱茵-锡格应用技术大学	Hochschule Bonn-Rhein-Sieg University of Applied Sciences	thesis	latex	https://github.com/MartinX3-EducationOrganization/hbrs-latex-vorlage-arbeit	False	13	6
东南大学	Southeast University	thesis	latex	https://github.com/cmuCoppelia/seuthesis2020	False	13	6
（美国）北卡罗来纳州立大学	North Carolina State University	thesis	latex	https://github.com/jhykes/ncsuthesis	False	13	6
哈尔滨工业大学	Harbin Institute of Technology	thesis	latex	https://github.com/HawkTom/sustech-hithesis	False	13	6
中南大学	Central South University	thesis	latex	https://github.com/zhongjingjogy/thesisthemeCSU	True	13	6
（意大利）萨莱诺大学	University of Salerno	thesis	latex	https://github.com/CiccioTecchio/Unisa-LaTeX	False	13	5
厦门大学	Xiamen University	thesis	latex	https://github.com/naseeihity/xmu-latex-temple	False	13	5
（瑞典）卡罗林斯卡学院	Karolinska Institute (KI)	thesis	latex	https://github.com/bcschiffler/phdthesis_ki	False	13	4
南京大学	Nanjing University	thesis	latex	https://github.com/zhangchuheng123/NJUThesis	False	13	4
中国矿业大学	China University of Mining and Technology	thesis	latex	https://github.com/jiandong4388/CUMTB-Latex	False	13	3
广州大学	Guangzhou University	thesis	latex	https://github.com/whitelok/GZHU_Latex_Template	False	13	3
通用模板	Common Templates	paper	latex	https://github.com/01Zhangbw/Paper-Template	False	13	2
东北师范大学	Northeast Normal University	report	latex	https://github.com/leungll/NENU-Letter-Template	False	13	2
重庆大学	Chongqing University	thesis	latex	https://github.com/cqu-bdsc/CQUThesis	False	13	2
山东师范大学	Shandong Normal University	thesis	latex	https://github.com/RuYunW/SDNU-LaTeX-bachelor-2021	False	13	2
南京大学	Nanjing University	thesis	ms-word	https://github.com/idealclover/NJU-Thesis-Word	False	13	2
南京工业大学	Nanjing University of Technology	thesis	latex	https://github.com/faimerth/NJUT-Thesis-Template	False	13	2
西安电子科技大学	Xidian University	thesis	typst	https://github.com/CoderJackZhu/XDUthesis-Typst	False	13	1
中国农业大学	China Agricultural University	thesis	typst	https://github.com/JWangL5/CAU-ThesisTemplate-Typst	False	13	1
中央财经大学	Central University of Finance and Economics	thesis	latex	https://github.com/Nanqiang01/CUFE_Graduate_Thesis_Template	False	13	1
四川大学	Sichuan University	thesis	latex	https://github.com/bennyji/SCUthesis	False	13	1
华东理工大学	East China University of Science and Technology	thesis	latex	https://github.com/fireflylyn/Ecust_Bachelor_LaTeX_Template	False	13	1
（美国）威斯康星大学麦迪逊分校	University of Wisconsin-Madison	thesis	latex	https://github.com/Lodour/wisc-thesis-template	False	13	0
东北大学	Northeastern University	thesis	latex	https://github.com/neuljh/NEU-undergraduate-thesis-LaTeX-template	False	13	0
（波兰）罗兹理工大学	Łódź University of Technology	thesis	latex	https://github.com/jlokiec/FTIMS-thesis-template	False	13	0
南开大学	Nankai University	thesis	latex	https://github.com/MaZhengg/NKUthesis	False	13	0
北京理工大学	Beijing Institute of Technology	thesis	latex	https://github.com/zhang-datou/BIT_Thesis	False	12	8
（瑞士）苏黎世大学	University of Zurich	thesis	markdown	https://github.com/maehr/uzh-ma-thesis	False	12	7
湖南大学	Hunan University	thesis	latex	https://github.com/ljmdzyx1985/HNUthesis_doctor	False	12	7
（英国）考文垂大学	Coventry University	thesis	latex	https://github.com/GR8DAN/coventry-thesis	False	12	6
（智利）智利大学	University of Chile	report	typst	https://github.com/PuntitOwO/template-informe-memoria-fcfm	False	12	6
（美国）南卫理公会大学	Southern Methodist University (SMU)	thesis	latex	https://github.com/stephensekula/Dedman-Thesis-Latex-Template	False	12	6
中国科学院大学	University of Chinese Academy of Sciences	thesis	latex	https://github.com/yulijia/LaTeX_UCASthesis	False	12	6
浙江大学	Zhejiang University	thesis	latex	https://github.com/huoyao/ZJUThesis	False	12	6
（加拿大）滑铁卢大学	University of Waterloo	thesis	latex	https://github.com/mohuangrui/uwaterloothesis	False	12	4
（斯洛伐克）布拉迪斯拉发斯洛伐克工业大学	Slovak University of Technology in Bratislava	thesis	typst	https://github.com/sasetz/fiit_template	False	12	3
通用模板	Common Templates	paper	latex	https://github.com/GeometryCollective/paper-template	False	12	3
通用模板	Common Templates	report	typst	https://github.com/hongjr03/typst-assignment-template	True	12	3
西南交通大学	Southwest Jiaotong University	thesis	latex	https://github.com/cshaowang/swjtuThesisV2.0	False	12	3
上海大学	Shanghai University	presentation	latex	https://github.com/LaneGong/SHU-Beamer-Theme	False	12	3
东北电力大学	Northeast Electric Power University	thesis	latex	https://github.com/jycnb-666/NEEPUTHESIS	False	12	3
通用模板	Common Templates	presentation	latex	https://github.com/mvsoom/beamerthemeblei	False	12	2
大连理工大学	Dalian University of Technology	thesis	latex	https://github.com/01xz/dlut-thesis	False	12	2
西南财经大学	Southwestern University of Finance and Economics	thesis	latex	https://github.com/OopsYao/swufethesis	False	12	2
南京信息工程大学	Nanjing University of Information Engineering	thesis	latex	https://github.com/Alrash/NUIST_Master_Thesis	False	12	2
郑州大学	Zhengzhou University	thesis	latex	https://github.com/lusongno1/-latex-	False	12	2
（美国）斯坦福大学	Stanford University	presentation	latex	https://github.com/sanhacheong/stanford_beamer_poster	False	12	2
北京林业大学	Beijing Forestry University	thesis	latex	https://github.com/ufo5260987423/BjfuLatexTemplate	False	12	2
（奥地利）维也纳大学	University of Vienna	thesis	latex	https://github.com/ppatrzyk/UniWien-LaTeX-Thesis	False	12	2
东北大学	Northeastern University	thesis	ms-word	https://github.com/NEUAI/neuthesis-bachelor-msword	False	12	1
北京科技大学	Beijing University of Science and Technology	presentation	latex	https://github.com/ShawniLee/LaTeX-Beamer-USTB	False	12	0
（意大利）都灵大学	University of Turin	thesis	latex	https://github.com/esenes/Unito-thesis-template	False	11	17
（加拿大）康考迪亚大学	Concordia University	thesis	latex	https://github.com/Tandysony/LaTeX-Thesis-Template-for-Concordia-University-Students	False	11	13
（法国）巴黎第十一大学	Paris-Sud University	thesis	latex	https://github.com/stellasia/thesis-template	False	11	10
桂林电子科技大学	Guilin University of Electronic Science and Technology	presentation	latex	https://github.com/wrm244/GUETBeamer	False	11	7
（意大利）那不勒斯腓特烈二世大学	University of Naples Federico II	thesis	latex	https://github.com/luistar/unina-thesis-template	False	11	6
通用模板	Common Templates	paper	latex	https://github.com/devinberg/ASEE-Conferences-Latex-Template	False	11	6
兰州理工大学	Lanzhou University of Technology	thesis	latex	https://github.com/estivalinp/LuThesis	False	11	6
通用模板	Common Templates	presentation	latex	https://github.com/uwabami/beamerthemeKansaiDebianMeeting	False	11	5
兰州大学	Lanzhou University	thesis	latex	https://github.com/szsdk/LZUthesis	False	11	4
（德国）柏林洪堡大学	Humboldt University of Berlin	thesis	markdown	https://github.com/phinguyen44/huwiwidown	False	11	4
北京交通大学	Beijing Jiaotong University	thesis	latex	https://github.com/labusi/bjtu-thesis	False	11	4
通用模板	Common Templates	thesis	latex	https://github.com/thesis-toolbox/template	False	11	3
武汉理工大学	Wuhan University of Technology	presentation	latex	https://github.com/LiUzHiAn/BeamerTemplateWHUT	False	11	3
（美国）匹兹堡大学	University of Pittsburgh	presentation	latex	https://github.com/zacyu/pitt-beamer	False	11	3
（法国）贡比涅技术大学	University of Technology of Compiègne	thesis	latex	https://github.com/milouse/utclatex	False	11	2
电子科技大学	University of Electronic Science and Technology of China	thesis	latex	https://github.com/savicsw/ThesisUESTC	False	11	2
东北林业大学	Northeast Forestry University	report	latex	https://github.com/dustincys/NEFUThesis	False	11	2
（新西兰）奥克兰大学	University of Auckland	report	latex	https://github.com/jennafin/work-report-latex-sample	False	11	2
北京航空航天大学	Beihang University (Beijing University of Aeronautics and Astronautics, BUAA)	report	latex	https://github.com/GFCYqw/Fengrubei_LaTeX_Template	False	11	1
中国传媒大学	Communication University of China	thesis	latex	https://github.com/cucJ2014/CUC_Template-of-thesis_Latex	False	11	1
南京理工大学	Nanjing University of Science and Technology	presentation	latex	https://github.com/Andrew5c/NJUST-beamer-LaTeX	False	11	1
北京师范大学	Beijing Normal University	thesis	latex	https://github.com/gebrilliant/BNU-Latex-Thesis	False	11	1
（印度尼西亚）印度尼西亚大学	University of Indonesia	thesis	latex	https://github.com/rkkautsar/ui-thesis-template	False	11	1
（加拿大）滑铁卢大学	University of Waterloo	thesis	typst	https://github.com/yangwenbo99/typst-uwthesis	False	11	0
陕西师范大学	Shaanxi Normal University	thesis	latex	https://github.com/yykphy/yk-snnu-thesis	False	11	0
深圳大学	Shenzhen University	thesis	typst	https://github.com/yjdyamv/modern-szu-thesis	False	11	0
华东理工大学	East China University of Science and Technology	thesis	latex	https://github.com/lavandejoey/ECUSTThesisLatex	False	11	0
中山大学	Sun Yat-sen University	presentation	latex	https://github.com/yanghw8/sysubeamer-unofficial	False	11	0
同济大学	Tongji University	thesis	latex	https://github.com/HarlanHW/TongjiThesis	False	11	0
西安电子科技大学	Xidian University	thesis	latex	https://github.com/oopsno/XDUThesis	False	11	0
（新加坡）新加坡国立大学	National University of Singapore (NUS)	thesis	latex	https://github.com/ramananbalakrishnan/nus-thesis-latex-template	False	10	15
通用模板	Common Templates	report	latex	https://github.com/chrrel/latex-report-template	False	10	13
（英国）思克莱德大学	University of Strathclyde	presentation	latex	https://github.com/nitrogl/strathbeamer	False	10	12
（以色列）特拉维夫大学	Tel Aviv University	thesis	lyx	https://github.com/kourgeorge/tau-thesis-latex	False	10	10
（加拿大）安大略理工大学	Ontario Tech University (OTU)	thesis	latex	https://github.com/seer-lab/ontariotech-thesis-template	False	10	9
云南大学	Yunnan University	thesis	lyx	https://github.com/cherrot/ynuthesislyx	False	10	8
（意大利）特伦托大学	University of Trento	thesis	latex	https://github.com/unitn-drive/thesis	False	10	7
（美国）伍斯特学院	The College of Wooster	thesis	latex	https://github.com/jbreitenbucher/exampleis	False	10	6
（奥地利）格拉茨技术大学	Graz University of Technology	presentation	typst	https://github.com/ecomaikgolf/typst-isec-slides-template	False	10	6
通用模板	Common Templates	presentation	latex	https://github.com/rob-p/carlworld-beamer-slide-theme	False	10	6
（英国）纽卡斯尔大学	Newcastle University	presentation	latex	https://github.com/nitrogl/nclbeamer	False	10	5
南京信息工程大学	Nanjing University of Information Engineering	thesis	latex	https://github.com/LirenW/NUIST_thesis_template_V2.0	False	10	5
中国地质大学（武汉）	China University of Geosciences	thesis	latex	https://github.com/xujinlai/CUGThesis	False	10	5
（孟加拉国）吉大港Premier大学	Premier University (CHATTOGRAM)	thesis	latex	https://github.com/ascuet/puc-report-template	False	10	4
（瑞士）苏黎世大学	University of Zurich	thesis	markdown	https://github.com/florian-wagner/thesis-tex-template	False	10	4
（美国）堪萨斯大学	University of Kansas	thesis	markdown	https://github.com/wjakethompson/jayhawkdown	False	10	4
（越南）芹苴大学	Can Tho University	thesis	latex	https://github.com/duongludien/thesis-template	False	10	4
（英国）赫瑞瓦特大学	Heriot-Watt University	thesis	latex	https://github.com/jackred/Heriot_Watt_Thesis_Template	False	10	3
南京师范大学	Nanjing Normal University	thesis	latex	https://github.com/jordanzhouda/nnuthesis	False	10	3
（英国）爱丁堡大学	University of Edinburgh	thesis	latex	https://github.com/H0R5E/edengths	False	10	2
山东大学	Shandong University	thesis	latex	https://github.com/wangzhukang/sduthesis	False	10	2
华东理工大学	East China University of Science and Technology	thesis	latex	https://github.com/liuqipei/ecust-template-latex	False	10	2
武汉大学	Wuhan University	thesis	latex	https://github.com/jwwangchn/WHU-Thesis-LaTeX	False	10	2
苏州大学	Soochow University	thesis	latex	https://github.com/absop/LaTeX-Template	False	10	2
同济大学	Tongji University	thesis	latex	https://github.com/C-zzZZ/TongjiThesis	False	10	2
电子科技大学	University of Electronic Science and Technology of China	thesis	latex	https://github.com/richardkwo/UESTC-bachelor-thesis-xelatex	False	10	2
（捷克）俄斯特拉发工业大学	Technical University of Ostrava (VSB)	thesis	typst	https://github.com/Astra3/Typst-thesis-template-for-VSB	False	10	1
华南理工大学	South China University of Technology	thesis	latex	https://github.com/mengchaoheng/SCUT_course	False	10	1
国防科技大学	National Defense University of Science and Technology	thesis	latex	https://github.com/kelvin0207/NUDT-Template	False	10	1
西北工业大学	Northwestern Polytechnical University	report	latex	https://github.com/moetayuko/NPU_PhD_proposal	False	10	1
大连理工大学	Dalian University of Technology	thesis	latex	https://github.com/hanqing0521/thesis-dut	False	10	1
中国石油大学（北京）	China University of Petroleum (Beijing)	thesis	latex	https://github.com/linyuantiaohe/cupb-phd-thesis	False	10	1
南京信息工程大学	Nanjing University of Information Engineering	thesis	latex	https://github.com/jtzhpf/NUIST-Bachelor-Thesis-LaTeX-Template-v2022.4	False	10	1
通用模板	Common Templates	thesis	latex	https://github.com/v97ug/Aizu-Graduation-Thesis-Template	False	10	1
通用模板	Common Templates	report	typst	https://github.com/kdkasad/typst-homework-template	False	10	0
河海大学	Hohai University	presentation	latex	https://github.com/Mizera-Mondo/HHU-Slides-Template	False	10	0
通用模板	Common Templates	presentation	latex	https://github.com/WQT1123/University-Presentation-Beamer	False	10	0
北京交通大学	Beijing Jiaotong University	thesis	latex	https://github.com/GhostCai/bjtu-thesis-dlc	False	10	0
上海大学	Shanghai University	presentation	latex	https://github.com/kaleidoscope257-git/SHUbeamer	False	10	0
苏州大学	Soochow University	thesis	latex	https://github.com/rgwt123/sudathesis	False	10	0
同济大学	Tongji University	thesis	latex	https://github.com/hang-qi/tongji-thesis	False	10	0
广东工业大学	Guangdong University of Technology	thesis	latex	https://github.com/jokerdawn/GDUTThesis	True	9	10
香港中文大学	Chinese University of Hong Kong (CUHK)	thesis	latex	https://github.com/cllu/CUHK-Thesis-Template	False	9	10
中山大学	Sun Yat-sen University	thesis	latex	https://github.com/ShevaXu/LatexThesis4SYSU	False	9	10
（西班牙）加泰罗尼亚理工大学	Polytechnic University of Catalonia	thesis	latex	https://github.com/sabirdvd/LaTeX-template-for-UPC-thesis-	False	9	9
大连理工大学	Dalian University of Technology	thesis	latex	https://github.com/li-xin-yi/DLUTLaTeXTemplate	False	9	8
西北工业大学	Northwestern Polytechnical University	report	latex	https://github.com/NPUSCG/npu-dissertation-proposal	False	9	7
中国人民大学	Renmin University of China	thesis	latex	https://github.com/MelodyRen1998/ruc-thesis-template-via-bookdown	False	9	7
通用模板	Common Templates	thesis	latex	https://github.com/tdehaeze/clean-latex-template	False	9	7
通用模板	Common Templates	presentation	latex	https://github.com/pmatos/beamerthemeLleida	False	9	7
杭州电子科技大学	Hangzhou University of Electronic Science and Technology	thesis	latex	https://github.com/xmlu/hduthesis	False	9	6
中国人民大学	Renmin University of China	thesis	latex	https://github.com/liuqi6777/ructhesis	False	9	6
西北工业大学	Northwestern Polytechnical University	report	latex	https://github.com/zzhang1987/NPUResearchProposal	False	9	6
哈尔滨工业大学	Harbin Institute of Technology	report	latex	https://github.com/zhuhu00/SUSTech_hw_template	False	9	4
天津大学	Tianjin University	thesis	latex	https://github.com/lebronyxm/TJU-master-Latex	False	9	4
湖北工业大学	Hubei University of Technology	thesis	latex	https://github.com/Jsoneft/HBUTPaperTemplate	False	9	3
通用模板	Common Templates	presentation	latex	https://github.com/ruempel/beamer-s4ndm4n	False	9	3
北京科技大学	Beijing University of Science and Technology	thesis	latex	https://github.com/qin-nz/USTB-latex	False	9	3
东北师范大学	Northeast Normal University	thesis	typst	https://github.com/virgiling/NENU-Thesis-Typst	False	9	2
（英国）纽卡斯尔大学	Newcastle University	thesis	latex	https://github.com/philipdarke/simple-thesis	False	9	2
（匈牙利）罗兰大学	Eötvös Loránd University	thesis	latex	https://github.com/mcserep/elteiktdk	False	9	2
复旦大学	Fudan University	thesis	latex	https://github.com/fduxiao/format_for_fdu_math	False	9	2
（印度）德里理工大学	Delhi Technological University (DTU)	thesis	latex	https://github.com/gandalfsaxe/laursens-xelatex-thesis-template	False	9	2
武汉大学	Wuhan University	thesis	latex	https://github.com/liuyijiang1994/WHU-PhD-Latex	False	9	1
国防科技大学	National Defense University of Science and Technology	thesis	latex	https://github.com/nonsense-j/NUDT_FinalPaper	False	9	1
深圳大学	Shenzhen University	thesis	latex	https://github.com/Yulv-git/Master-Thesis-LaTeX-Template-of-SZU	False	9	1
合肥工业大学	HeFei University of Technology	presentation	latex	https://github.com/HFUT-BinChen/HFUT-Beamer	False	9	1
中国科学院大学	University of Chinese Academy of Sciences	thesis	ms-word	https://github.com/xmicroshell/UCAS-Thesis	False	9	1
仲恺农业工程学院	Zhongkai University of Agriculture and Engineering	thesis	latex	https://github.com/Jin-Cheng-Ming/ZHKU_Thesis	False	9	0
中国科学院大学	University of Chinese Academy of Sciences	presentation	latex	https://github.com/huangjunjie-cs/simple-ucas-beamer	False	9	0
吉林大学	Jilin University	presentation	latex	https://github.com/Guanyu-Li/Defense-Reporting-ppt	False	9	0
华南农业大学	South China Agricultural University	thesis	latex	https://github.com/wuenzhe/SCAUThesis	False	9	0
西安电子科技大学	Xidian University	presentation	latex	https://github.com/ayhe123/XDUbeamer-unofficial	False	9	0
通用模板	Common Templates	paper	latex	https://github.com/jorgepiloto/escriba	False	9	0
（伊朗）阿米尔·卡比尔理工大学	University of Technology (AUT)	thesis	latex	https://github.com/aminrashidbeigi/BS-thesis	False	9	0
（英国）伦敦大学学院	University College London (UCL)	thesis	markdown	https://github.com/089/phd_thesis_markdown	False	8	21
通用模板	Common Templates	report	latex	https://github.com/labordynamicsinstitute/paper-template	False	8	8
（加拿大）康考迪亚大学	Concordia University	thesis	latex	https://github.com/raxityo/concordia-latex-template	False	8	8
青岛大学	Qingdao University	thesis	latex	https://github.com/chardoncs/qdubachelor-tex	False	8	5
（荷兰）马斯特里赫特大学	Maastricht University	thesis	latex	https://github.com/msvincognito/maastricht-university-thesis-template	True	8	4
中国传媒大学	Communication University of China	thesis	latex	https://github.com/AmnesiaBeing/CUC-Thesis-Template	False	8	4
湘潭大学	Xiangtan University	thesis	latex	https://github.com/ruiminshen/ThesisXTU	False	8	4
（韩国）首尔大学	Seoul National University (SNU)	thesis	latex	https://github.com/Zeta611/snu-cse-bsc-thesis	False	8	3
贵州大学	Guizhou University	thesis	latex	https://github.com/francisol/GZUthesis-template	False	8	3
南京工业大学	Nanjing University of Technology	thesis	latex	https://github.com/AstralHope/NJTECHMasterThesis	False	8	3
西安交通大学	Xi'an Jiaotong University	presentation	latex	https://github.com/swjtuhub/SWJTU_Beamer_Template	False	8	3
（西班牙）马德里理工大学	Technical University of Madrid	thesis	latex	https://github.com/eduayme/UPM-thesis-template-latex	False	8	3
上海工程技术大学	Shanghai University of Engineering and Technology	thesis	latex	https://github.com/AndyYangjd/SUES-Paper	False	8	3
（西班牙）马拉加大学	University of Malaga	thesis	latex	https://github.com/benhid/TFG-UMA	False	8	3
（印度）印度理工学院克勒格布尔分校	Indian Institute of Technology Kharagpur (IIT Kharagpur)	thesis	latex	https://github.com/c-i-p-h-e-r/PhinisheD	False	8	3
东南大学	Southeast University	thesis	lyx	https://github.com/oldoldstone/seuthslyx	False	8	3
西北农林科技大学	Northwest A&F University	thesis	latex	https://github.com/Jeromezp/NorthWestThesis	False	8	3
南京大学	Nanjing University	thesis	latex	https://github.com/EdwardSaidZhou/NJU-thesis-esz	False	8	2
华中科技大学	Huazhong University of Science	thesis	latex	https://github.com/Qinnn/LaTeX-ThesisTemplatesForHUSTer	False	8	2
（日本）东京大学	University of Tokyo	thesis	latex	https://github.com/utlis/llls_depp-thesis_template	False	8	1
西北工业大学	Northwestern Polytechnical University	thesis	ms-word	https://github.com/Sirius0v0/word-template-for-NPU-thesis	False	8	1
通用模板	Common Templates	thesis	latex	https://github.com/WetenSchaap/latex-imitatie	False	8	1
同济大学	Tongji University	thesis	latex	https://github.com/Ginufet/tongji-dissertation-master-template	False	8	1
东南大学	Southeast University	thesis	latex	https://github.com/jasonbian97/Southeast-University-Paper-Latex-Template	False	8	1
（英国）南安普顿大学	University of Southampton	thesis	latex	https://github.com/hlwhl/ECS_Thesis_Template_LaTex	False	8	1
（印度）蒂鲁吉拉伯利国立理工学院	National Institute of Technology Tiruchirappalli (NIT Trichy)	thesis	latex	https://github.com/niki864/ThesisTemplate	False	8	1
南方科技大学	Southern University of Science and Technology	thesis	latex	https://github.com/syw-robotics/SUSTechThesis2024MEE	False	8	0
（美国）爱荷华大学	University of Iowa	thesis	latex	https://github.com/uiowa-mgb/uiowa-thesis	False	8	0
（韩国）国立釜庆大学	Pukyong National University (PKNU)	thesis	latex	https://github.com/Luminebear/PKNU-thesis-template	False	8	0
上海第二工业大学	Shanghai Second University of Technology	thesis	latex	https://github.com/JouderMin/SSPUThesis	False	8	0
北京理工大学	Beijing Institute of Technology	thesis	latex	https://github.com/FDUZS/BIThesis	True	8	0
南方科技大学	Southern University of Science and Technology	thesis	markdown	https://github.com/fecet/sustechthesis-markdown	False	8	0
华东师范大学	East China Normal University	thesis	latex	https://github.com/myzmh/ECNU-MASTER-S-DISSERTATION-	False	8	0
重庆邮电大学	Chongqing University of Posts and Telecommunications	thesis	latex	https://github.com/mequanwei/CQUPTThesis	False	8	0
中国石油大学（华东）	China University of Petroleum (East China)	thesis	latex	https://github.com/DotWang/UPCThesis_advanced	False	8	0
清华大学	Tsinghua University	presentation	latex	https://github.com/luoyt14/presentationTemplete	False	8	0
（希腊）雅典大学	National and Kapodistrian University of Athens (NKUA)	thesis	latex	https://github.com/cnasikas/di-thesis-template	False	8	0
（意大利）博洛尼亚大学	University of Bologna	thesis	lyx	https://github.com/andreadecorte/unibo-thesis-lyx	False	8	0
（美国）威廉与玛丽学院	College of William and Mary	thesis	latex	https://github.com/yishanhe/WM-AS-thesis-latex-template	False	7	14
山东大学	Shandong University	thesis	latex	https://github.com/ChenMeng0518/sduthesis	False	7	7
中山大学	Sun Yat-sen University	thesis	latex	https://github.com/guoyl6/thesis-dev	False	7	5
（美国）亚利桑那州立大学	Arizona State University	thesis	latex	https://github.com/juliantao/quarto-asu-thesis	False	7	4
台湾政治大学	National Chengchi University (NCCU)	presentation	latex	https://github.com/AbnerTeng/LaTeX-templates	False	7	3
（法国）巴黎-萨克雷大学	Paris-Saclay University	thesis	typst	https://github.com/sebmestrallet/typst-paris-saclay-thesis-flat	False	7	3
（德国）巴登-符腾堡州合作州立大学	Baden-Württemberg Cooperative State University	thesis	latex	https://github.com/schuler-henry/dhbw-latex-template	False	7	3
四川大学	Sichuan University	thesis	latex	https://github.com/MrGodfrey/SCU-Thesis-LaTeX-Template	False	7	2
（越南）芽庄大学	Nha Trang University	thesis	latex	https://github.com/nd-hung/thesis-template	False	7	2
上海工程技术大学	Shanghai University of Engineering and Technology	paper	latex	https://github.com/MobtgZhang/sues-mm	False	7	2
浙江工业大学	Zhejiang University of Technology	thesis	latex	https://github.com/AsukaEva2/ZJUTbachelor	False	7	2
通用模板	Common Templates	thesis	latex	https://github.com/farshadrasuli/parsa	False	7	2
河北工业大学	Hebei University of Technology	presentation	latex	https://github.com/lime-j/HEBUT-Beamer-Theme	False	7	2
浙江大学	Zhejiang University	thesis	latex	https://github.com/corenel/zju-thesis	False	7	2
通用模板	Common Templates	thesis	latex	https://github.com/openHPI/modernthesis	False	7	2
北京大学	Peking University	thesis	lyx	https://github.com/vidon/pkuthssLyX	False	7	2
（英国）南安普顿大学	University of Southampton	presentation	latex	https://github.com/tgodfrey0/soton-beamer	False	7	1
青海大学	Qinghai University	thesis	latex	https://github.com/coffeelize/QHUthesis	False	7	1
哈尔滨工业大学	Harbin Institute of Technology	report	latex	https://github.com/RUSRUSHB/SUSTech_Letterhead_LaTeX	False	7	1
（新加坡）新加坡国立大学	National University of Singapore (NUS)	thesis	typst	https://github.com/Junyi-99/nus-thesis-template-typst	False	7	1
台湾大学	National Taiwan University (NTU)	thesis	latex	https://github.com/liao961120/ntuthesis2	False	7	1
西南石油大学	Southwest Petroleum University	thesis	latex	https://github.com/qingbyin/swputhesis	False	7	1
通用模板	Common Templates	thesis	markdown	https://github.com/dfolio/pandoc-df-thesis-template	False	7	1
